DISTRICT,SCHOOL,BEDSCODE,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO,GNUMERATOR_FOSTER_YES,GDENOM_FOSTER_YES,GPERCENT_FOSTER_YES,GNUMERATOR_FOSTER_NO,GDENOM_FOSTER_NO,GPERCENT_FOSTER_NO
Oconee,SENECA HIGH,3701005,211,253,83.40,102,130,78.46,109,123,88.62,124,148,83.78,73,85,85.88,7,13,53.85,,,,-1,-1,-1.00,190,216,87.96,21,37,56.76,93,97,95.88,98,116,84.48,211,252,83.73,-1,-1,-1.00,208,246,84.55,-1,-1,-1.00,-1,-1,-1.00,209,251,83.27,-1,-1,-1.00,210,252,83.33
Oconee,WALHALLA HIGH,3701007,246,284,86.62,117,141,82.98,129,143,90.21,199,229,86.90,12,15,80.00,34,38,89.47,-1,-1,-1.00,-1,-1,-1.00,212,235,90.21,34,49,69.39,126,127,99.21,101,118,85.59,246,284,86.62,,,,218,253,86.17,28,31,90.32,-1,-1,-1.00,240,276,86.96,,,,246,284,86.62
Oconee,WEST-OAK HIGH,3701008,184,224,82.14,90,109,82.57,94,115,81.74,168,205,81.95,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,126,148,85.14,58,76,76.32,90,93,96.77,85,99,85.86,184,224,82.14,,,,178,218,81.65,-1,-1,-1.00,-1,-1,-1.00,181,220,82.27,-1,-1,-1.00,183,223,82.06
Oconee,DISTRICT NO CHARTER,3701888,641,762,84.12,309,381,81.10,332,381,87.14,491,583,84.22,88,106,83.02,48,58,82.76,-1,-1,-1.00,10,11,90.91,528,600,88.00,113,162,69.75,309,317,97.48,284,333,85.29,641,761,84.23,-1,-1,-1.00,604,718,84.12,37,44,84.09,11,14,78.57,630,748,84.22,-1,-1,-1.00,639,760,84.08
Oconee,DISTRICT WITH CHARTER,3701999,641,762,84.12,309,381,81.10,332,381,87.14,491,583,84.22,88,106,83.02,48,58,82.76,-1,-1,-1.00,10,11,90.91,528,600,88.00,113,162,69.75,309,317,97.48,284,333,85.29,641,761,84.23,-1,-1,-1.00,604,718,84.12,37,44,84.09,11,14,78.57,630,748,84.22,-1,-1,-1.00,639,760,84.08
Orangeburg 3,LAKE MARION HIGH SCHOOL AND TECHNOLOGY CENTER,3803048,129,171,75.44,47,77,61.04,82,94,87.23,11,16,68.75,115,151,76.16,-1,-1,-1.00,,,,,,,122,150,81.33,7,21,33.33,22,23,95.65,107,128,83.59,129,171,75.44,,,,126,168,75.00,-1,-1,-1.00,-1,-1,-1.00,129,170,75.88,-1,-1,-1.00,127,168,75.60
Orangeburg 3,DISTRICT NO CHARTER,3803888,129,171,75.44,47,77,61.04,82,94,87.23,11,16,68.75,115,151,76.16,-1,-1,-1.00,,,,,,,122,150,81.33,7,21,33.33,22,23,95.65,107,128,83.59,129,171,75.44,,,,126,168,75.00,-1,-1,-1.00,-1,-1,-1.00,129,170,75.88,-1,-1,-1.00,127,168,75.60
Orangeburg 3,DISTRICT WITH CHARTER,3803999,129,171,75.44,47,77,61.04,82,94,87.23,11,16,68.75,115,151,76.16,-1,-1,-1.00,,,,,,,122,150,81.33,7,21,33.33,22,23,95.65,107,128,83.59,129,171,75.44,,,,126,168,75.00,-1,-1,-1.00,-1,-1,-1.00,129,170,75.88,-1,-1,-1.00,127,168,75.60
Orangeburg 4,EDISTO HIGH,3804024,140,179,78.21,77,104,74.04,63,75,84.00,78,96,81.25,54,74,72.97,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,135,161,83.85,5,18,27.78,55,57,96.49,83,101,82.18,140,179,78.21,,,,136,175,77.71,-1,-1,-1.00,,,,140,179,78.21,-1,-1,-1.00,139,178,78.09
Orangeburg 4,BRANCHVILLE HIGH,3804049,41,48,85.42,20,23,86.96,21,25,84.00,29,33,87.88,11,14,78.57,-1,-1,-1.00,,,,,,,38,43,88.37,-1,-1,-1.00,22,23,95.65,18,21,85.71,41,48,85.42,,,,40,47,85.11,-1,-1,-1.00,-1,-1,-1.00,41,47,87.23,,,,41,48,85.42
Orangeburg 4,HUNTER-KINARD-TYLER HIGH,3804054,32,37,86.49,17,21,80.95,15,16,93.75,-1,-1,-1.00,28,31,90.32,,,,,,,,,,29,32,90.63,-1,-1,-1.00,-1,-1,-1.00,27,31,87.10,32,37,86.49,,,,32,37,86.49,,,,,,,32,37,86.49,-1,-1,-1.00,30,35,85.71
Orangeburg 4,DISTRICT NO CHARTER,3804888,213,264,80.68,114,148,77.03,99,116,85.34,111,135,82.22,93,119,78.15,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,202,236,85.59,11,28,39.29,82,85,96.47,128,153,83.66,213,264,80.68,,,,208,259,80.31,-1,-1,-1.00,-1,-1,-1.00,213,263,80.99,-1,-1,-1.00,210,261,80.46
Orangeburg 4,DISTRICT WITH CHARTER,3804999,213,264,80.68,114,148,77.03,99,116,85.34,111,135,82.22,93,119,78.15,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,202,236,85.59,11,28,39.29,82,85,96.47,128,153,83.66,213,264,80.68,,,,208,259,80.31,-1,-1,-1.00,-1,-1,-1.00,213,263,80.99,-1,-1,-1.00,210,261,80.46
Orangeburg 5,BETHUNE-BOWMAN MIDDLE/HIGH,3805010,52,56,92.86,25,28,89.29,27,28,96.43,-1,-1,-1.00,47,50,94.00,-1,-1,-1.00,,,,,,,50,51,98.04,-1,-1,-1.00,-1,-1,-1.00,47,50,94.00,52,56,92.86,,,,50,54,92.59,-1,-1,-1.00,-1,-1,-1.00,47,50,94.00,-1,-1,-1.00,52,55,94.55
Orangeburg 5,ORANGEBURG WILKINSON HIGH,3805028,263,322,81.68,125,164,76.22,138,158,87.34,10,14,71.43,244,297,82.15,-1,-1,-1.00,,,,-1,-1,-1.00,242,282,85.82,21,40,52.50,65,66,98.48,183,213,85.92,263,322,81.68,,,,260,318,81.76,-1,-1,-1.00,14,18,77.78,249,304,81.91,-1,-1,-1.00,261,319,81.82
Orangeburg 5,NORTH MIDDLE/HIGH,3805042,41,43,95.35,24,25,96.00,17,18,94.44,22,23,95.65,19,20,95.00,,,,,,,,,,33,34,97.06,-1,-1,-1.00,-1,-1,-1.00,26,27,96.30,40,42,95.24,-1,-1,-1,40,42,95.24,-1,-1,-1.00,-1,-1,-1.00,38,40,95.00,,,,41,43,95.35
Orangeburg 5,OCSD5 HIGH SCHOOL FOR HEALTH PROFESSIONS,3805601,92,93,98.92,40,41,97.56,52,52,100.00,-1,-1,-1.00,90,90,100.00,,,,,,,-1,-1,-1.00,89,90,98.89,-1,-1,-1.00,44,44,100.00,48,48,100.00,92,93,98.92,,,,92,93,98.92,,,,,,,92,93,98.92,,,,92,93,98.92
Orangeburg 5,DISTRICT NO CHARTER,3805888,356,421,84.56,174,217,80.18,182,204,89.22,35,41,85.37,310,367,84.47,-1,-1,-1.00,,,,-1,-1,-1.00,325,367,88.56,31,54,57.41,76,77,98.70,256,290,88.28,355,420,84.52,-1,-1,-1.00,350,414,84.54,-1,-1,-1.00,22,27,81.48,334,394,84.77,-1,-1,-1.00,354,417,84.89
Orangeburg 5,DISTRICT WITH CHARTER,3805999,448,514,87.16,214,258,82.95,234,256,91.41,36,43,83.72,400,457,87.53,-1,-1,-1.00,,,,-1,-1,-1.00,414,457,90.59,34,57,59.65,120,121,99.17,304,338,89.94,447,513,87.13,-1,-1,-1.00,442,507,87.18,-1,-1,-1.00,22,27,81.48,426,487,87.47,-1,-1,-1.00,446,510,87.45
Pickens,D. W. DANIEL HIGH,3901003,270,297,90.91,134,153,87.58,136,144,94.44,214,235,91.06,33,36,91.67,15,17,88.24,-1,-1,-1.00,-1,-1,-1.00,255,270,94.44,15,27,55.56,173,175,98.86,80,94,85.11,270,297,90.91,,,,260,286,90.91,10,11,90.91,23,27,85.19,247,270,91.48,,,,270,297,90.91
Pickens,EASLEY HIGH,3901005,419,486,86.21,202,234,86.32,217,252,86.11,317,365,86.85,60,69,86.96,30,36,83.33,-1,-1,-1.00,15,18,83.33,383,428,89.49,36,58,62.07,212,216,98.15,181,202,89.60,418,485,86.19,-1,-1,-1.00,403,468,86.11,16,18,88.89,50,66,75.76,369,420,87.86,-1,-1,-1.00,418,485,86.19
Pickens,LIBERTY HIGH,3901006,138,171,80.70,75,96,78.13,63,75,84.00,123,153,80.39,9,11,81.82,-1,-1,-1.00,-1,-1,-1.00,,,,131,154,85.06,7,17,41.18,71,72,98.61,52,63,82.54,138,171,80.70,,,,136,169,80.47,-1,-1,-1.00,11,17,64.71,127,154,82.47,,,,138,171,80.70
Pickens,PICKENS HIGH,3901008,269,344,78.20,129,176,73.30,140,168,83.33,256,328,78.05,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,240,286,83.92,29,58,50.00,159,168,94.64,94,129,72.87,268,343,78.13,-1,-1,-1.00,266,341,78.01,-1,-1,-1.00,14,29,48.28,255,315,80.95,-1,-1,-1.00,268,343,78.13
Pickens,DISTRICT NO CHARTER,3901888,1096,1298,84.44,540,659,81.94,556,639,87.01,910,1081,84.18,106,122,86.89,56,65,86.15,8,12,66.67,23,26,88.46,1009,1138,88.66,87,160,54.38,615,631,97.46,407,488,83.40,1094,1296,84.41,-1,-1,-1.00,1065,1264,84.26,31,34,91.18,98,139,70.50,998,1159,86.11,-1,-1,-1.00,1094,1296,84.41
Pickens,DISTRICT WITH CHARTER,3901999,1096,1298,84.44,540,659,81.94,556,639,87.01,910,1081,84.18,106,122,86.89,56,65,86.15,8,12,66.67,23,26,88.46,1009,1138,88.66,87,160,54.38,615,631,97.46,407,488,83.40,1094,1296,84.41,-1,-1,-1.00,1065,1264,84.26,31,34,91.18,98,139,70.50,998,1159,86.11,-1,-1,-1.00,1094,1296,84.41
Richland 1,COLUMBIA HIGH,4001002,120,167,71.86,66,96,68.75,54,71,76.06,-1,-1,-1.00,110,153,71.90,-1,-1,-1.00,,,,-1,-1,-1.00,102,127,80.31,18,40,45.00,12,15,80.00,107,122,87.70,120,167,71.86,,,,113,159,71.07,-1,-1,-1.00,13,21,61.90,107,146,73.29,-1,-1,-1.00,119,165,72.12
Richland 1,DREHER HIGH,4001004,229,262,87.40,120,138,86.96,109,124,87.90,92,98,93.88,125,150,83.33,-1,-1,-1.00,,,,-1,-1,-1.00,207,224,92.41,22,38,57.89,118,119,99.16,109,121,90.08,229,262,87.40,,,,228,260,87.69,-1,-1,-1.00,9,12,75.00,220,250,88.00,-1,-1,-1.00,226,258,87.60
Richland 1,EAU CLAIRE HIGH,4001005,110,148,74.32,55,79,69.62,55,69,79.71,-1,-1,-1.00,107,144,74.31,-1,-1,-1.00,,,,,,,92,116,79.31,18,32,56.25,9,10,90.00,96,116,82.76,110,148,74.32,,,,106,144,73.61,-1,-1,-1.00,11,21,52.38,99,127,77.95,-1,-1,-1.00,110,147,74.83
Richland 1,A. C. FLORA HIGH,4001007,287,334,85.93,141,171,82.46,146,163,89.57,152,165,92.12,113,142,79.58,16,20,80.00,-1,-1,-1.00,-1,-1,-1.00,266,297,89.56,21,37,56.76,173,178,97.19,110,132,83.33,287,334,85.93,,,,274,317,86.44,13,17,76.47,7,16,43.75,280,318,88.05,,,,287,334,85.93
Richland 1,C. A. JOHNSON HIGH,4001011,67,98,68.37,22,36,61.11,45,62,72.58,-1,-1,-1.00,65,95,68.42,-1,-1,-1.00,,,,-1,-1,-1.00,59,76,77.63,8,22,36.36,-1,-1,-1.00,62,78,79.49,67,98,68.37,,,,66,97,68.04,-1,-1,-1.00,9,18,50.00,58,80,72.50,-1,-1,-1.00,66,96,68.75
Richland 1,W.J. KEENAN HIGH,4001012,121,171,70.76,45,82,54.88,76,89,85.39,-1,-1,-1.00,119,166,71.69,-1,-1,-1.00,,,,,,,114,140,81.43,7,31,22.58,25,29,86.21,94,125,75.20,121,171,70.76,,,,121,171,70.76,,,,10,18,55.56,111,153,72.55,,,,121,171,70.76
Richland 1,LOWER RICHLAND HIGH,4001013,226,301,75.08,105,152,69.08,121,149,81.21,14,19,73.68,205,274,74.82,-1,-1,-1.00,,,,-1,-1,-1.00,206,245,84.08,20,56,35.71,65,71,91.55,157,205,76.59,226,301,75.08,,,,222,297,74.75,-1,-1,-1.00,8,17,47.06,218,284,76.76,-1,-1,-1.00,224,298,75.17
Richland 1,RICHLAND ONE CHARTER MIDDLE COLLEGE,4001601,61,63,96.83,24,24,100.00,37,39,94.87,-1,-1,-1.00,52,54,96.30,-1,-1,-1.00,,,,-1,-1,-1.00,56,58,96.55,-1,-1,-1.00,18,19,94.74,43,43,100.00,61,63,96.83,,,,60,62,96.77,-1,-1,-1.00,-1,-1,-1.00,55,57,96.49,,,,61,63,96.83
Richland 1,DISTRICT NO CHARTER,4001888,1160,1486,78.06,554,756,73.28,606,730,83.01,259,291,89.00,844,1129,74.76,34,42,80.95,-1,-1,-1.00,23,24,95.83,1046,1226,85.32,114,260,43.85,405,425,95.29,735,903,81.40,1160,1486,78.06,,,,1130,1450,77.93,30,36,83.33,67,123,54.47,1093,1363,80.19,7,12,58.33,1153,1474,78.22
Richland 1,PENDERGRASS FAIRWOLD SCHOOL,4001905,0,4,0.00,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,,,,,,,,,,,,,-1,-1,-1.00,,,,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,,,,,,,-1,-1,-1.00,,,,-1,-1,-1.00
Richland 1,DISTRICT WITH CHARTER,4001999,1221,1549,78.83,578,780,74.10,643,769,83.62,263,295,89.15,896,1183,75.74,38,46,82.61,-1,-1,-1.00,25,26,96.15,1102,1284,85.83,119,265,44.91,423,444,95.27,778,946,82.24,1221,1549,78.83,,,,1190,1512,78.70,31,37,83.78,73,129,56.59,1148,1420,80.85,7,12,58.33,1214,1537,78.99
Richland 2,SPRING VALLEY HIGH,4002069,434,503,86.28,212,253,83.79,222,250,88.80,127,140,90.71,228,270,84.44,37,49,75.51,-1,-1,-1.00,43,44,97.73,410,448,91.52,24,55,43.64,270,288,93.75,162,193,83.94,434,503,86.28,,,,405,464,87.28,29,39,74.36,13,19,68.42,421,484,86.98,,,,434,503,86.28
Richland 2,RICHLAND NORTHEAST HIGH,4002079,272,340,80.00,118,156,75.64,154,184,83.70,28,32,87.50,192,243,79.01,38,48,79.17,-1,-1,-1.00,12,15,80.00,251,292,85.96,21,48,43.75,98,104,94.23,170,210,80.95,272,340,80.00,,,,244,303,80.53,28,37,75.68,14,22,63.64,258,318,81.13,,,,272,340,80.00
Richland 2,RIDGE VIEW HIGH,4002084,291,332,87.65,132,159,83.02,159,173,91.91,26,29,89.66,245,278,88.13,13,18,72.22,-1,-1,-1.00,-1,-1,-1.00,267,295,90.51,24,37,64.86,153,167,91.62,136,155,87.74,291,332,87.65,,,,282,321,87.85,9,11,81.82,14,17,82.35,277,315,87.94,-1,-1,-1.00,291,331,87.92
Richland 2,BLYTHEWOOD HIGH,4002092,471,501,94.01,226,247,91.50,245,254,96.46,185,194,95.36,252,269,93.68,19,21,90.48,-1,-1,-1.00,14,15,93.33,424,438,96.80,47,63,74.60,331,338,97.93,132,146,90.41,471,501,94.01,,,,465,495,93.94,-1,-1,-1.00,11,15,73.33,460,486,94.65,,,,471,501,94.01
Richland 2,WESTWOOD HIGH,4002100,308,360,85.56,151,188,80.32,157,172,91.28,44,49,89.80,243,286,84.97,18,22,81.82,-1,-1,-1.00,-1,-1,-1.00,276,307,89.90,32,53,60.38,151,155,97.42,154,180,85.56,308,360,85.56,,,,301,353,85.27,-1,-1,-1.00,14,17,82.35,294,343,85.71,-1,-1,-1.00,306,353,86.69
Richland 2,RICHLAND TWO CHARTER HIGH,4002600,14,45,31.11,4,16,25.00,10,29,34.48,4,11,36.36,6,27,22.22,-1,-1,-1.00,,,,-1,-1,-1.00,14,39,35.90,-1,-1,-1.00,6,15,40.00,7,26,26.92,14,45,31.11,,,,11,40,27.50,-1,-1,-1.00,-1,-1,-1.00,13,41,31.71,-1,-1,-1.00,14,44,31.82
Richland 2,DISTRICT NO CHARTER,4002888,1776,2036,87.23,839,1003,83.65,937,1033,90.71,410,444,92.34,1160,1346,86.18,125,158,79.11,-1,-1,-1.00,79,84,94.05,1628,1780,91.46,148,256,57.81,1003,1052,95.34,754,884,85.29,1776,2036,87.23,,,,1697,1936,87.65,79,100,79.00,66,90,73.33,1710,1946,87.87,-1,-1,-1.00,1774,2028,87.48
Richland 2,DISTRICT WITH CHARTER,4002999,1790,2081,86.02,843,1019,82.73,947,1062,89.17,414,455,90.99,1166,1373,84.92,128,164,78.05,-1,-1,-1.00,80,85,94.12,1642,1819,90.27,148,262,56.49,1009,1067,94.56,761,910,83.63,1790,2081,86.02,,,,1708,1976,86.44,82,105,78.10,67,94,71.28,1723,1987,86.71,-1,-1,-1.00,1788,2072,86.29
Saluda,SALUDA HIGH,4101003,126,163,77.30,59,84,70.24,67,79,84.81,72,90,80.00,24,30,80.00,30,43,69.77,,,,,,,114,142,80.28,12,21,57.14,52,53,98.11,72,78,92.31,126,163,77.30,,,,106,131,80.92,20,32,62.50,-1,-1,-1.00,119,154,77.27,,,,126,163,77.30
Saluda,DISTRICT NO CHARTER,4101888,126,163,77.30,59,84,70.24,67,79,84.81,72,90,80.00,24,30,80.00,30,43,69.77,,,,,,,114,142,80.28,12,21,57.14,52,53,98.11,72,78,92.31,126,163,77.30,,,,106,131,80.92,20,32,62.50,-1,-1,-1.00,119,154,77.27,,,,126,163,77.30
Saluda,DISTRICT WITH CHARTER,4101999,126,163,77.30,59,84,70.24,67,79,84.81,72,90,80.00,24,30,80.00,30,43,69.77,,,,,,,114,142,80.28,12,21,57.14,52,53,98.11,72,78,92.31,126,163,77.30,,,,106,131,80.92,20,32,62.50,-1,-1,-1.00,119,154,77.27,,,,126,163,77.30
Spartanburg 1,CHAPMAN HIGH,4201002,199,219,90.87,105,119,88.24,94,100,94.00,159,175,90.86,24,28,85.71,11,11,100.00,,,,-1,-1,-1.00,187,201,93.03,12,18,66.67,98,98,100.00,99,111,89.19,199,219,90.87,,,,180,200,90.00,19,19,100.00,,,,199,219,90.87,-1,-1,-1.00,198,218,90.83
Spartanburg 1,LANDRUM HIGH,4201003,148,164,90.24,72,79,91.14,76,85,89.41,129,141,91.49,9,10,90.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,132,138,95.65,16,26,61.54,91,92,98.91,56,66,84.85,148,164,90.24,,,,144,158,91.14,-1,-1,-1.00,,,,148,164,90.24,,,,148,164,90.24
Spartanburg 1,DISTRICT NO CHARTER,4201888,347,383,90.60,177,198,89.39,170,185,91.89,288,316,91.14,33,38,86.84,17,20,85.00,-1,-1,-1.00,-1,-1,-1.00,319,339,94.10,28,44,63.64,189,190,99.47,155,177,87.57,347,383,90.60,,,,324,358,90.50,23,25,92.00,,,,347,383,90.60,-1,-1,-1.00,346,382,90.58
Spartanburg 1,DISTRICT WITH CHARTER,4201999,347,383,90.60,177,198,89.39,170,185,91.89,288,316,91.14,33,38,86.84,17,20,85.00,-1,-1,-1.00,-1,-1,-1.00,319,339,94.10,28,44,63.64,189,190,99.47,155,177,87.57,347,383,90.60,,,,324,358,90.50,23,25,92.00,,,,347,383,90.60,-1,-1,-1.00,346,382,90.58
Spartanburg 2,BOILING SPRINGS HIGH,4202012,530,610,86.89,261,319,81.82,269,291,92.44,378,437,86.50,71,80,88.75,55,64,85.94,-1,-1,-1.00,25,27,92.59,499,546,91.39,31,64,48.44,306,315,97.14,219,258,84.88,530,609,87.03,-1,-1,-1.00,461,529,87.15,69,81,85.19,-1,-1,-1.00,528,602,87.71,-1,-1,-1.00,529,609,86.86
Spartanburg 2,CHESNEE HIGH,4202013,144,167,86.23,84,99,84.85,60,68,88.24,120,137,87.59,13,17,76.47,-1,-1,-1.00,,,,-1,-1,-1.00,133,143,93.01,11,24,45.83,63,64,98.44,74,83,89.16,144,167,86.23,,,,138,161,85.71,-1,-1,-1.00,-1,-1,-1.00,140,162,86.42,,,,144,167,86.23
Spartanburg 2,DISTRICT NO CHARTER,4202888,674,777,86.74,345,418,82.54,329,359,91.64,498,574,86.76,84,97,86.60,62,71,87.32,-1,-1,-1.00,30,34,88.24,632,689,91.73,42,88,47.73,369,379,97.36,293,341,85.92,674,776,86.86,-1,-1,-1.00,599,690,86.81,75,87,86.21,6,13,46.15,668,764,87.43,-1,-1,-1.00,673,776,86.73
Spartanburg 2,DISTRICT WITH CHARTER,4202999,674,777,86.74,345,418,82.54,329,359,91.64,498,574,86.76,84,97,86.60,62,71,87.32,-1,-1,-1.00,30,34,88.24,632,689,91.73,42,88,47.73,369,379,97.36,293,341,85.92,674,776,86.86,-1,-1,-1.00,599,690,86.81,75,87,86.21,6,13,46.15,668,764,87.43,-1,-1,-1.00,673,776,86.73
Spartanburg 3,BROOME HIGH,4203026,190,226,84.07,83,107,77.57,107,119,89.92,150,176,85.23,31,37,83.78,8,10,80.00,-1,-1,-1.00,-1,-1,-1.00,169,188,89.89,21,38,55.26,88,91,96.70,99,111,89.19,190,226,84.07,,,,181,217,83.41,-1,-1,-1.00,21,31,67.74,169,195,86.67,,,,190,226,84.07
Spartanburg 3,DISTRICT NO CHARTER,4203888,190,226,84.07,83,107,77.57,107,119,89.92,150,176,85.23,31,37,83.78,8,10,80.00,-1,-1,-1.00,-1,-1,-1.00,169,188,89.89,21,38,55.26,88,91,96.70,99,111,89.19,190,226,84.07,,,,181,217,83.41,-1,-1,-1.00,21,31,67.74,169,195,86.67,,,,190,226,84.07
Spartanburg 3,DISTRICT WITH CHARTER,4203999,190,226,84.07,83,107,77.57,107,119,89.92,150,176,85.23,31,37,83.78,8,10,80.00,-1,-1,-1.00,-1,-1,-1.00,169,188,89.89,21,38,55.26,88,91,96.70,99,111,89.19,190,226,84.07,,,,181,217,83.41,-1,-1,-1.00,21,31,67.74,169,195,86.67,,,,190,226,84.07
Spartanburg 4,WOODRUFF HIGH,4204036,179,216,82.87,93,120,77.50,86,96,89.58,137,168,81.55,25,29,86.21,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,158,188,84.04,21,28,75.00,97,99,97.98,81,98,82.65,179,216,82.87,,,,169,206,82.04,10,10,100.00,-1,-1,-1.00,178,214,83.18,,,,179,216,82.87
Spartanburg 4,DISTRICT NO CHARTER,4204888,179,216,82.87,93,120,77.50,86,96,89.58,137,168,81.55,25,29,86.21,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,158,188,84.04,21,28,75.00,97,99,97.98,81,98,82.65,179,216,82.87,,,,169,206,82.04,10,10,100.00,-1,-1,-1.00,178,214,83.18,,,,179,216,82.87
Spartanburg 4,DISTRICT WITH CHARTER,4204999,179,216,82.87,93,120,77.50,86,96,89.58,137,168,81.55,25,29,86.21,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,158,188,84.04,21,28,75.00,97,99,97.98,81,98,82.65,179,216,82.87,,,,169,206,82.04,10,10,100.00,-1,-1,-1.00,178,214,83.18,,,,179,216,82.87
Spartanburg 5,JAMES F. BYRNES HIGH,4205043,537,618,86.89,283,328,86.28,254,290,87.59,335,391,85.68,143,159,89.94,41,45,91.11,-1,-1,-1.00,17,20,85.00,493,544,90.63,44,74,59.46,278,290,95.86,253,286,88.46,537,618,86.89,,,,511,585,87.35,26,33,78.79,-1,-1,-1.00,530,609,87.03,-1,-1,-1.00,534,611,87.40
Spartanburg 5,DISTRICT NO CHARTER,4205888,537,618,86.89,283,328,86.28,254,290,87.59,335,391,85.68,143,159,89.94,41,45,91.11,-1,-1,-1.00,17,20,85.00,493,544,90.63,44,74,59.46,278,290,95.86,253,286,88.46,537,618,86.89,,,,511,585,87.35,26,33,78.79,-1,-1,-1.00,530,609,87.03,-1,-1,-1.00,534,611,87.40
Spartanburg 5,DISTRICT WITH CHARTER,4205999,537,618,86.89,283,328,86.28,254,290,87.59,335,391,85.68,143,159,89.94,41,45,91.11,-1,-1,-1.00,17,20,85.00,493,544,90.63,44,74,59.46,278,290,95.86,253,286,88.46,537,618,86.89,,,,511,585,87.35,26,33,78.79,-1,-1,-1.00,530,609,87.03,-1,-1,-1.00,534,611,87.40
Spartanburg 6,DORMAN HIGH,4206053,804,904,88.94,374,439,85.19,430,465,92.47,359,399,89.97,287,323,88.85,113,133,84.96,-1,-1,-1.00,46,49,93.88,732,788,92.89,72,116,62.07,379,386,98.19,412,463,88.98,801,901,88.90,-1,-1,-1.00,699,787,88.82,105,117,89.74,16,26,61.54,788,878,89.75,-1,-1,-1.00,801,899,89.10
Spartanburg 6,DISTRICT NO CHARTER,4206888,804,906,88.74,374,441,84.81,430,465,92.47,359,401,89.53,287,323,88.85,113,133,84.96,-1,-1,-1.00,46,49,93.88,732,788,92.89,72,118,61.02,379,386,98.19,412,463,88.98,801,903,88.70,-1,-1,-1.00,699,789,88.59,105,117,89.74,16,26,61.54,788,880,89.55,-1,-1,-1.00,801,901,88.90
Spartanburg 6,DISTRICT WITH CHARTER,4206999,804,906,88.74,374,441,84.81,430,465,92.47,359,401,89.53,287,323,88.85,113,133,84.96,-1,-1,-1.00,46,49,93.88,732,788,92.89,72,118,61.02,379,386,98.19,412,463,88.98,801,903,88.70,-1,-1,-1.00,699,789,88.59,105,117,89.74,16,26,61.54,788,880,89.55,-1,-1,-1.00,801,901,88.90
Spartanburg 7,SPARTANBURG HIGH,4207073,415,479,86.64,194,234,82.91,221,245,90.20,152,168,90.48,209,247,84.62,32,41,78.05,-1,-1,-1.00,21,22,95.45,383,417,91.85,32,62,51.61,181,187,96.79,230,263,87.45,415,478,86.82,-1,-1,-1.00,385,444,86.71,30,35,85.71,21,25,84.00,394,454,86.78,-1,-1,-1.00,414,478,86.61
Spartanburg 7,DISTRICT NO CHARTER,4207888,415,481,86.28,194,235,82.55,221,246,89.84,152,169,89.94,209,247,84.62,32,41,78.05,-1,-1,-1.00,21,22,95.45,383,417,91.85,32,64,50.00,181,187,96.79,230,265,86.79,415,480,86.46,-1,-1,-1.00,385,446,86.32,30,35,85.71,21,25,84.00,394,456,86.40,-1,-1,-1.00,414,479,86.43
