ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,Report Card Type,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2022,"Beaufort County
School District",Mossy Oaks Elementary,701015,E,2510 Mossy Oaks Road,Beaufort,SC,29910,PK-5,358,843-322-2900,https://moes.beaufortschools.net/,Melissa M. Vogt,,,34
2022,"Beaufort County
School District",Port Royal Elementary School,701016,E,1214 Paris Avenue,Port Royal,SC,29935,PK-5,168,843-322-0820,https://pres.beaufortschools.net/,Vicki Goude,,,21
2022,"Beaufort County
School District","Michael C. Riley Elementary And Early
Childhood Center",701017,E,"172 & 200 Burnt Church Rd.
",Bluffton,SC,29910,PK-5,777,843-706-8300,https://mcres.beaufortschools.net,Melissa Holland,,,66
2022,"Beaufort County
School District",St. Helena Elementary,701020,E,1025 Sea Island Parkway,St. Helena Island,SC,29920,PK-5,322,843-838-0300,https://shes.beaufortschools.net/,Dr. Tara Mack,,,32
2022,"Beaufort County
School District",Joseph Shanklin Elementary School,701022,E,121 Morrall Drive,Beaufort,SC,29906,PK-5,430,843-466-3400,https://ses.beaufortschools.net/,Elizabeth Rivera,,,36
2022,"Beaufort County
School District",Whale Branch Elementary School,701023,E,15 Stuart Point Road,Seabrook,SC,29940,PK-4,332,843-466-1075,https://wbes.beaufortschools.net/,Marva Neal,,,42
2022,"Beaufort County
School District",Bluffton Elementary,701024,E,160 H.E. McCracken Circle,Bluffton,SC,29910,PK-5,697,843-706-8500,https://bles.beaufortschools.net/,Paula Brown,,,67
2022,"Beaufort County
School District",Coosa Elementary School,701025,E,45 Middle Road,Beaufort,SC,29907,PK-5,438,843-322-6100,https://ces.beaufortschools.net/,Melissa Pender,,,33
2022,"Beaufort County
School District",H.E. Mccracken Middle School,701026,M,250 H.E. McCracken Circle,Bluffton,SC,29910,6-8,951,843-706-8700,https://hemms.beaufortschools.net/,Ryan Milling,,,66
2022,"Beaufort County
School District",Whale Branch Middle School,701027,M,2009 Trask Parkway,Seabrook,SC,29940,5-8,323,843-466-3000,wbms.beaufortschools.net,Jamie M. Allen,,,30
2022,"Beaufort County
School District",Beaufort Middle School,701028,M,2501 MOSSY OAKS ROAD,BEAUFORT,SC,29902,6-8,418,843-322-5700,https://bms.beaufortschools.net/,ALVILDA GRAHAM,,,37
2022,"Beaufort County
School District",Okatie Elementary,701029,E,"53 Cherry Point Road
",Okatie,SC,29909,PK-5,569,843-322-7700,https://oes.beaufortschools.net/,jamie a pinckney,,,46
2022,"Beaufort County
School District",Bluffton High School,701030,H,12 He Mccracken Circle,Bluffton,SC,29910,9-12,1318,8437068800,https://blhs.beaufortschools.net/,Denise Donica,,,86
2022,"Beaufort County
School District","Hilton Head Island Early Childhood
Center",701031,P,165 Pembroke,Hilton Head Island,SC,29926,PK-K,363,843-689-0400,"
hhiecc.beaufortschools.net",Kim Bratt,,,33
2022,"Beaufort County
School District","Hilton Head Island Elementary School
For The Creative Arts",701032,E,"10 Bus Drive
",Hilton Head Island,SC,29926,PK-5,524,843-342-4380,https://hhisca.beaufortschools.net/,Pamela Lucas,,,49
2022,"Beaufort County
School District",Hilton Head Island Elementary School,701033,E,30 School Road,Hilton Head Island,SC,29926,1-5,729,8433424100,https://hhie.beaufortschools.net/,Dr. Sarah L. Owen,,,72
2022,"Beaufort County
School District",Red Cedar Elementary School,701034,E,10 Box Elder Street,Bluffton,SC,29910,PK-5,611,843-707-0600,https://rces.beaufortschools.net/,Dr. Kathleen Corley,,,54
2022,"Beaufort County
School District",Bluffton Middle School,701035,M,30 New Mustang Drive,Bluffton,SC,29910,6-8,871,843-707-0700,https://blms.beaufortschools.net/,Matthew Hall,,,59
2022,"Beaufort County
School District",Whale Branch Early College High School,701036,H,169 Detour Rd,Seabrook,SC,29940,9-12,438,8434662700,wbechs.beaufortschools.net,Patricia Brantley,,,37
2022,"Beaufort County
School District",Pritchardville Elementary School,701037,E,9447 evan way,Bluffton,SC,29910,PK-5,1018,8437070500,https://pves.beaufortschools.net/,Brenda Blue,,,67
2022,"Beaufort County
School District",River Ridge Academy,701038,E,3050 River Ridge Drive,Bluffton,SC,29910,PK-8,1103,8438364600,https://rra.beaufortschools.net/,Brian R. Ryman,,,78
2022,"Beaufort County
School District",River Ridge Academy,701038,M,3050 River Ridge Drive,Bluffton,SC,29910,PK-8,1103,8438364600,https://rra.beaufortschools.net/,Brian R. Ryman,,,78
2022,"Beaufort County
School District",May River High School,701039,H,"May River High School
601 New
Riverside Rd.",Bluffton,SC,29910,9-12,1590,843-836-4860,https://mrhs.beaufortschools.net/,Joseph Bornscheuer,,,95
2022,"Beaufort County
School District",Robert Smalls International Academy,701040,E,43 W K Alston Dr,Beaufort,SC,29906,PK-8,642,843-322-2500,https://rsia.beaufortschools.net/,Bradley Tarrance,,,63
2022,"Beaufort County
School District",Robert Smalls International Academy,701040,M,43 W K Alston Dr,Beaufort,SC,29906,PK-8,642,843-322-2500,https://rsia.beaufortschools.net/,Bradley Tarrance,,,63
2022,"Beaufort County
School District",Riverview Charter School,701601,E,81 Savannah Highway,Beaufort,SC,29906,K-8,697,843-379-0123,www.RiverviewCharterSchool.org,Alison H. Thomas,,,54
2022,"Beaufort County
School District",Riverview Charter School,701601,M,81 Savannah Highway,Beaufort,SC,29906,K-8,697,843-379-0123,www.RiverviewCharterSchool.org,Alison H. Thomas,,,54
2022,"Beaufort County
School District",Beaufort County School District,701999,D,PO Drawer 309,Beaufort,SC,29901,PK-12,21283,843-322-2300,http://beaufortschools.net/,Dr. Frank Rodriguez,"Dr. Frank
Rodriguez","David
Striebinger",1711
2022,"Berkeley County
School District",Stratford High School,801001,H,951 Crowfield Blvd.,Goose Creek,SC,29445,9-12,2542,843-820-4000,https://www.bcsdschools.net/SHS,Jayma R. Diaz,,,159
2022,"Berkeley County
School District",Berkeley High School,801002,H,406 W. Main Street,Moncks Corner,SC,29461,9-12,1820,843-899-8800,https://www.bcsdschools.net/BHS,Katherine Butcher,,,99
2022,"Berkeley County
School District",Cross High School,801006,H,1293 Old Hwy. 6,Cross,SC,29436,7-12,288,843-899-8900,https://www.bcsdschools.net/Domain/333,Alicia Pressley,,,26
2022,"Berkeley County
School District",Cross High School,801006,M,1293 Old Hwy. 6,Cross,SC,29436,7-12,288,843-899-8900,https://www.bcsdschools.net/Domain/333,Alicia Pressley,,,26
2022,"Berkeley County
School District",Goose Creek High School,801007,H,1137 Red Bank Road,Goose Creek,SC,29445,9-12,1895,843-553-5300,https://www.bcsdschools.net/Domain/25,"Shameka A.
Washington",,,115
2022,"Berkeley County
School District",Hanahan High School,801008,H,6015 Murray Dr.,Hanahan,SC,29410,9-12,976,843-820-3710,https://www.bcsdschools.net/hhs,Thomas Gallus,,,59
2022,"Berkeley County
School District",Berkeley Elementary School,801011,P,715 Hwy 6,Moncks Corner,SC,29461,PK-2,542,843-899-8860,https://www.bcsdschools.net/Domain/9,Kelly M. Gabriel,,,34
2022,"Berkeley County
School District",Berkeley Middle School,801012,M,320 N. Live Oak Drive,Moncks Corner,SC,29461,6-8,1490,843-899-8840,https://www.bcsdschools.net/BMS,Michael Wilkerson,,,74
2022,"Berkeley County
School District",Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29461,PK-5,611,843-553-1223,bcsdschools.net/BBE,Andrea Salters,,,43
2022,"Berkeley County
School District",Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,148,843-899-8975,bcsdschools.net/CHE,LaWanda Glears,,,11
2022,"Berkeley County
School District",Cross Elementary,801016,E,1325 Ranger Drive,Cross,SC,29436,PK-6,312,843-899-8916,bcsdschools.net,La Toya Q. King,,,22
2022,"Berkeley County
School District",College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,853,843-797-2711,https://www.bcsdschools.net/CPE,Amanda Prince,,,59
2022,"Berkeley County
School District",J. K. Gourdin Elementary,801020,E,1649 Highway 45,Pineville,SC,29468,PK-5,105,843-567-3637,http://www.bcsdschools.net/JKE/JKE.htm,Dr. Theodore Prioleau,,,8
2022,"Berkeley County
School District",Hanahan Middle School,801021,M,5815 Murray Drive,Hanahan,SC,29456,6-8,812,843-820-3800,https://www.bcsdschools.net/HMS,Kelli Roberson,,,49
2022,"Berkeley County
School District",Westview Middle School,801022,M,101 Westview Blvd.,Goose Creek,SC,29445,6-8,1003,843-572-1700,wvm@bcsdschools.net,Sharon Perry,,,56
2022,"Berkeley County
School District",Sangaree Elementary School,801023,P,1460 Royle Road,Summerville,SC,29484,PK-2,641,843-820-3868,https://www.bcsdschools.net/Domain/37,Tara Baker,,,40
2022,"Berkeley County
School District",H. E. Bonner Elementary,801024,E,171 Macedonia Foxes Circle,Moncks Corner,SC,29461,PK-5,644,843-899-8950,https://www.bcsdschools.net/Domain/27,Melissa Willis,,,40
2022,"Berkeley County
School District",Sedgefield Middle School,801027,M,131 Charles B. Gibson Blvd.,Goose Creek,SC,29445,6-8,1017,843-797-2620,https://www.bcsdschools.net/Domain/41,Heather C. Ducker,,,63
2022,"Berkeley County
School District",St. Stephen Elementary School,801028,E,1053 Russellville Road,ST. Stephen,SC,29479,PK-5,284,843-567-2813,SSE@bcsdschools.net,Dr. Elaine Graham,,,23
2022,"Berkeley County
School District",St. Stephen Middle,801029,M,225 Carolina Drive,St. Stephen,SC,29479,6-8,213,8435673128,bcsdschools.net/SSM,Brenda K. Fleming,,,16
2022,"Berkeley County
School District",Whitesville Elementary School,801030,E,324 Gaillard Road,Moncks Corner,SC,29461,PK-5,969,843-899-8880,https://www.bcsdschools.net/Domain/22,Katie Taie,,,52
2022,"Berkeley County
School District",Westview Elementary,801031,E,100 Westview Blvd.,Goose Creek,SC,29445,3-5,543,843-797-2992,https://www.bcsdschools.net/Domain/46,Shawn Wimmer,,,31
2022,"Berkeley County
School District",College Park Middle,801032,M,713 College Park Road,Ladson,SC,29456,6-8,798,843-553-8300,cpm@bcsdschools.net,Ingrid Dukes,,,45
2022,"Berkeley County
School District",Marrington Elementary School,801033,E,101 Gearing St.,Goose Creek,SC,29445,PK-5,424,843-572-3373,https://www.bcsdschools.net/Domain/34,Jennifer S. Thielmann,,,27
2022,"Berkeley County
School District",Marrington Middle School Of The Arts,801034,M,109 Gearing Street,Goose Creek,SC,29445,6-8,356,843-572-0313,https://www.bcsdschools.net/MNM,Alison Thornley,,,29
2022,"Berkeley County
School District","Howe Hall Arts Infused Magnet School
(Aims)",801036,E,115 Howe Hall Road,Goose Creek,SC,29445,K-5,416,843-820-3899,hhtp://www.bcsdschools.net/hha,Christopher D. Swetckie,,,24
2022,"Berkeley County
School District",Macedonia Middle,801037,M,200 Macedonia Foxes Circle,Moncks Corner,SC,29461,6-8,330,843-899-8940,http://bcsdschools.net/MMS,Donald Walton,,,23
2022,"Berkeley County
School District",Sangaree Intermediate School,801038,E,201 School House Lane,Summerville,SC,29483,3-5,558,843-820-3850,http://www.bcsdschools.net,Angel Siegling,,,32
2022,"Berkeley County
School District",Devon Forest Elementary School,801039,E,1127 Dorothy Street,Goose Creek,SC,29412,PK-5,973,843-820-3880,https://www.bcsdschools.net/Domain/24,Cristen Mitchum,,,59
2022,"Berkeley County
School District",Mount Holly Elementary School,801040,E,"225 Garwood Road
",Goose Creek,SC,29445,PK-5,543,843-820-4090,https://www.bcsdschools.net/Domain/40,Dr. Creighton Eddings,,,39
2022,"Berkeley County
School District",Berkeley Intermediate School,801041,E,777 Stoney Landing Road,"Moncks Corner, SC",SC,29461,"PK,3-5",582,843-899-8870,https://www.bcsdschools.net/BIS,Mr. Michael Shaw,,,31
2022,"Berkeley County
School District",Timberland High School,801043,H,1418 Gravel Hill Road,St. Stephen,SC,29479,9-12,636,843-567-8110,https://www.bcsdschools.net/Domain/45,Tim W. Evans,,,44
2022,"Berkeley County
School District",Hanahan Elementary School,801044,E,4000 Mabeline Rd.,Hanahan,SC,29410,PK-5,1027,843-553-3290,https://www.bcsdschools.net/Domain/28,Stephanie A Mitchell,,,62
2022,"Berkeley County
School District",Westview Primary School,801045,P,98 Westview Blvd.,Goose Creek,SC,29445,PK-2,672,843-820-4082,https://www.bcsdschools.net/Domain/21,Mrs. Aidra V. Shaw,,,40
2022,"Berkeley County
School District",Goose Creek Elementary,801046,E,200 Foster Creek Rd.,Goose Creek,SC,29445,PK-5,967,843-820-8008,https://www.bcsdschools.net/Domain/26,Kathy Sullivan,,,64
2022,"Berkeley County
School District",Sangaree Middle School,801047,M,1050 Discovery Drive,Ladson,SC,29456,6-8,861,843-821-4028,www.bcsdschools.net/SRM,Margaret Day,,,49
2022,"Berkeley County
School District",Daniel Island School,801048,E,2365 Daniel Island Drive,Charleston,SC,29492,PK-8,1172,843-471-2301,https://www.bcsdschools.net/Domain/23,Nancy Leigh,,,68
2022,"Berkeley County
School District",Daniel Island School,801048,M,2365 Daniel Island Drive,Charleston,SC,29492,PK-8,1172,843-471-2301,https://www.bcsdschools.net/Domain/23,Nancy Leigh,,,68
2022,"Berkeley County
School District",Cane Bay High School,801049,H,1624 State Road,Summerville,SC,29486,9-12,1940,843-899-8786,www.bcsdschools.net/cbh,Tiffany Brown,,,111
2022,"Berkeley County
School District",Cane Bay Elementary School,801050,E,1247 Cane Bay Boulevard,Summerville,SC,29486,PK-4,1223,843-899-5100,https://www.bcsdschools.net/Domain/16,Melissa LaBerge,,,66
2022,"Berkeley County
School District",Berkeley Middle College,801051,H,1001 South Live Oak Drive,Moncks Corner,SC,29461,11-12,112,843-899-8111,https://www.bcsdschools.net/BMC,Dr. Dawn M. Smith,,,4
2022,"Berkeley County
School District",Cane Bay Middle School,801052,M,1175 Cane Bay Boulevard,Summerville,SC,29486,5-8,1378,843-899-1857,https://www.bcsdschools.net/domain/7789,"Dr. Carol
Beckmann-Bartlett",,,76
2022,"Berkeley County
School District",Nexton Elementary School,801053,E,200 Scholar Way,Summerville,SC,29483,PK-5,947,843-900-3222,https://www.bcsdschools.net/Domain/334,Dr. Tina Y. Hoots,,,60
2022,"Berkeley County
School District",Philip Simmons Elementary,801054,E,2095 Seven Sticks Drive,Wando,SC,29492,PK-4,501,843-471-2580,https://www.bcsdschools.net/Domain/4852,Michael Huff,,,30
2022,"Berkeley County
School District",Phillip Simmons Middle School,801055,M,"2065 Seven Sticks Drive
",Wando,SC,29492,5-8,408,843-471-2590,https://www.bcsdschools.net/PSM,Charla Groves,,,29
2022,"Berkeley County
School District",Philip Simmons High School,801056,H,3080 River Village Dr.,Charleston,SC,29492,9-12,731,843-471-2960,https://www.bcsdschools.net/PSH,Chris Buchholz,,,48
2022,"Berkeley County
School District",Bowen's Corner Elementary School,801057,E,1173 Williams Lane,Hanahan,SC,29410,PK-5,777,843-572-5567,https://www.bcsdschools.net/Domain/6720,Dr. Kimberly Murray,,,45
2022,"Berkeley County
School District",Foxbank Elementary School,801058,E,169 Foxbank Plantation Blvd.,Moncks Corner,SC,29461,PK-5,1034,843-761-1120,https://www.bcsdschools.net/Domain/6721,Natalie S. Lockliear,,,62
2022,"Berkeley County
School District",Berkeley County School District,801999,D,107 East Main Street,Moncks Corner,SC,29461,PK-12,37074,843-899-8600,https://www.bcsdschools.net/berkeley,Mr. Deon Jackson,"Mr. Deon
Jackson","Mr. David
Barrow",2247
2022,"Calhoun County
Schools",Calhoun County High School,901001,H,150 Saints Avenue,St. Matthews,SC,29135,9-12,420,803-874-3071,cchs.ccpsonline.net,Mr. Milton Howard,,,29
2022,"Calhoun County
Schools",Sandy Run School,901008,E,450 Old Swamp Road,Swansea,SC,29160,PK-8,571,803-655-2746,srs.ccpsonline.net,John C. Mack,,,43
2022,"Calhoun County
Schools",Sandy Run School,901008,M,450 Old Swamp Road,Swansea,SC,29160,PK-8,571,803-655-2746,srs.ccpsonline.net,John C. Mack,,,43
2022,"Calhoun County
Schools",St. Matthews K8,901009,E,135 Saints Avenue,St. Matthews,SC,29135,PK-8,554,803-655-2750,smk8.ccpsonline.net,Dr. Treda Nelson,,,37
2022,"Calhoun County
Schools",St. Matthews K8,901009,M,135 Saints Avenue,St. Matthews,SC,29135,PK-8,554,803-655-2750,smk8.ccpsonline.net,Dr. Treda Nelson,,,37
2022,"Calhoun County
Schools",Calhoun County Schools,901999,D,125 Herlong Avenue,Saint Matthews,SC,29135,PK-12,1545,803-655-7310,ccpsonline.net,Dr. Steve A. Wilson,"Dr. Steve A.
Wilson",Gary Porth,109
2022,"Charleston
County School
District",Baptist Hill High,1001001,H,5117 Baptist Hill Road,Hollywood,SC,29449,6-12,588,843-889-2276,https://www.ccsdschools.com/baptisthill,Brendan Glaze,,,46
2022,"Charleston
County School
District",Baptist Hill High,1001001,M,5117 Baptist Hill Road,Hollywood,SC,29449,6-12,588,843-889-2276,https://www.ccsdschools.com/baptisthill,Brendan Glaze,,,46
2022,"Charleston
County School
District",North Charleston High,1001002,H,1087 E Montague Avenue,North Charleston,SC,29405,9-12,840,843-745-7140,www.ccsdschools.com/Domain/72,Henry E. Darby,,,93
2022,"Charleston
County School
District",Burke High,1001010,H,244 President Street,Charleston,SC,29403,9-12,355,843-579-4815,ccsdschools.com.burkehs,Cheryl Swinton,,,54
2022,"Charleston
County School
District",Wando High,1001014,H,1000 Warrior Way,Mount Pleasant,SC,29466,9-12,2994,843-881-8200,ccsdschools.com/wandohigh,"Dr. Sherry M.
Eppelsheimer",,,162
2022,"Charleston
County School
District",Military Magnet Academy,1001018,H,2950 Carner Avenue,North Charleston,SC,29405,6-12,460,843-745-7102,www.ccsdschools.com/militarymagnet,"Dr. Robert L. Perrineau,
Jr.",,,40
2022,"Charleston
County School
District",Military Magnet Academy,1001018,M,2950 Carner Avenue,North Charleston,SC,29405,6-12,460,843-745-7102,www.ccsdschools.com/militarymagnet,"Dr. Robert L. Perrineau,
Jr.",,,40
2022,"Charleston
County School
District",St. Johns High,1001020,H,"1518 Main Road 
",Johns Island,SC,29455,9-12,405,843-559-6200,www.ccsdschools.com/stjohns,Stephen Larson,,,28
2022,"Charleston
County School
District",Rb Stall High,1001022,H,3625 Ashley Phosphate Rd.,North Charleston,SC,29418,9-12,1858,843-764-2200,www.ccsdschools.com/stall,Jeremy Carrick,,,112
2022,"Charleston
County School
District",Northwoods Middle,1001030,M,7763 Northside Drive,North Charleston,SC,29420,6-8,818,843-764-2212,northwoods.ccsdschools.com,Dr. Keturah Gadson,,,59
2022,"Charleston
County School
District",Chicora Elementary,1001033,E,3100 Carner Avenue,North Charleston,SC,29405,1-5,296,843-746-2210,www.ccsdschools.com/chicora,Monica Smalls,,,33
2022,"Charleston
County School
District",A.C. Corcoran Elementary,1001036,E,8585 Vistavia Road,North Charleston,SC,29406,PK-5,663,843-764-2218,www.ccsdschools.com/corcoran,Johnathon Wideman,,,51
2022,"Charleston
County School
District",Jane Edwards Elementary,1001039,E,1960 Jane Edwards Road,Edisto Island,SC,29438,PK-6,70,843-869-2124,www.ccsdschools.com/janeedwards,Jarmalar Logan,,,9
2022,"Charleston
County School
District","Mary Ford Early Childhood Learning And
Family Center",1001040,P,3180 Thoasina McPherson Blvd,North Charleston,SC,29405,PK-K,216,843-745-7131,www.ccsdschools.com/maryford,Ruth Taylor,,,22
2022,"Charleston
County School
District",W.B. Goodwin Elementary,1001042,E,5501 Dorchester Road,North Charleston,SC,29418,PK-5,389,843-767-5911,https://www.ccsdschools.com/goodwin,Natasha Jones,,,32
