ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2023,"Beaufort
County School
District","Joseph Shanklin
Elementary School",701022,E,121 Morrall Drive,Beaufort,SC,29906,PK-5,427,843-466-3400,https://ses.beaufortschools.net/,Elizabeth Rivera,,,37
2023,"Beaufort
County School
District",Whale Branch Elementary,701023,E,"15 Stuart Point
Road",Seabrook,SC,29940,PK-4,371,843-466-1000,https://wbes.beaufortschools.net/,Marva Neal,,,34
2023,"Beaufort
County School
District",Bluffton Elementary,701024,E,"160 H.E.
McCracken Circle",Bluffton,SC,29910,PK-5,696,843-706-8500,https://bles.beaufortschools.net/,Christine Brown,,,59
2023,"Beaufort
County School
District",Coosa Elementary School,701025,E,45 Middle Road,Beaufort,SC,29907,PK-5,461,843-322-6100,ces.beaufortschools.net,Melissa Pender,,,33
2023,"Beaufort
County School
District","H.E. Mccracken Middle
School",701026,M,"250 H.E.
McCracken Circle",Bluffton,SC,29910,6-8,889,843-706-8700,https://hemms.beaufortschools.net/,Ryan Milling,,,59
2023,"Beaufort
County School
District","Whale Branch Middle
School",701027,M,"2009 Trask
Parkway",Seabrook,SC,29940,5-8,331,843-466-3000,wbms.beaufortschool.net,Jamie M. Allen,,,26
2023,"Beaufort
County School
District",Beaufort Middle School,701028,M,"2501 Mossy Oaks
Road",Beaufort,SC,29902,6-8,384,843-322-5700,https://bms.beaufortschools.net/,Elandee Thompson,,,31
2023,"Beaufort
County School
District",Okatie Elementary,701029,E,"53 Cherry Point
Road",Okatie,SC,29909,PK-5,609,843-322-7700,https://oes.beaufortschools.net/,Tracy Lanese,,,42
2023,"Beaufort
County School
District",Bluffton High School,701030,H,"12 HE McCracken
Circle",Bluffton,SC,29910,9-12,1350,843-706-8800,https://blhs.beaufortschools.net/,Denise Donica,,,77
2023,"Beaufort
County School
District","Hilton Head Island Early
Childhood Center",701031,P,165 Pembroke,Hilton Head Island,SC,29926,PK-K,300,843-689-0400,https://hhiecc.beaufortschools.net/,Kim Bratt,,,29
2023,"Beaufort
County School
District","Hilton Head Island
Elementary School For The
Creative Arts",701032,E,10 Bus Drive,Hilton Head Island,SC,29926,PK-5,556,843-342-4380,https://hhisca.beaufortschools.net/,Pamela Lucas,,,48
2023,"Beaufort
County School
District","Hilton Head Island
Elementary School",701033,E,30 School Road,Hilton Head Island,SC,29926,1-5,709,843-342-4206,https://hhie.beaufortschools.net/,Michelle Brockway,,,67
2023,"Beaufort
County School
District","Red Cedar Elementary
School",701034,E,10 Box Elder Street,Bluffton,SC,29909,PK-5,601,843-707-0600,rces.beaufortschools.net,Dr. Kathleen Corley,,,53
2023,"Beaufort
County School
District",Bluffton Middle School,701035,M,"30 New Mustang
Drive",Bluffton,SC,29910,6-8,872,843-592-0034,https://blms.beaufortschools.net/,Matthew Hall,,,57
2023,"Beaufort
County School
District","Whale Branch Early
College High School",701036,H,169 Detour Rd,Seabrook,SC,29940,9-12,476,843-466-2700,https://wbechs.beaufortschools.net/,Davina Coleman,,,29
2023,"Beaufort
County School
District","Pritchardville Elementary
School",701037,E,9447 Evan way,Bluffton,SC,29910,PK-5,1005,843-707-0500,https://pves.beaufortschools.net/,Brenda Blue,,,65
2023,"Beaufort
County School
District",River Ridge Academy,701038,E,"3050 River Ridge
Drive",Bluffton,SC,29910,PK-8,1120,843-836-4600,https://rra.beaufortschools.net/,Brian R. Ryman,,,77
2023,"Beaufort
County School
District",River Ridge Academy,701038,M,"3050 River Ridge
Drive",Bluffton,SC,29910,PK-8,1120,843-836-4600,https://rra.beaufortschools.net/,Brian R. Ryman,,,77
2023,"Beaufort
County School
District",May River High School,701039,H,"601 New Riverside
Rd.",Bluffton,SC,29910,9-12,1601,843-836-4900,https://mrhs.beaufortschools.net/,Joseph Bornscheuer,,,93
2023,"Beaufort
County School
District","Robert Smalls Leadership
Academy",701040,E,43 WK Alston,Beaufort,SC,29906,PK-8,685,843.322.2500,https://rsia.beaufortschools.net/,Bradley Tarrance,,,53
2023,"Beaufort
County School
District","Robert Smalls Leadership
Academy",701040,M,43 WK Alston,Beaufort,SC,29906,PK-8,685,843.322.2500,https://rsia.beaufortschools.net/,Bradley Tarrance,,,53
2023,"Beaufort
County School
District",Riverview Charter School,701601,E,,,,0,K-8,703,,,,,,49
2023,"Beaufort
County School
District",Riverview Charter School,701601,M,,,,0,K-8,703,,,,,,49
2023,"Beaufort
County School
District","Beaufort County School
District",701999,D,"2900 Mink Point
Blvd",Beaufort,SC,29901,PK-12,21439,843-322-2300,https://www.beaufortschools.net/,Dr. Frank Rodriguez,"Dr. Frank
Rodriguez","Dr.
Christina
Gwozdz",1602
2023,"Berkeley
County School
District",Stratford High School,801001,H,951 Crowfield Blvd.,Goose Creek,SC,29445,9-12,2653,843-820-4000,"https://www.bcsdschools.net/SHS
",Jayma R. Diaz,,,141
2023,"Berkeley
County School
District",Berkeley High School,801002,H,"406 West Main
Street",Moncks Corner,SC,29461,9-12,1776,843-899-8800,https://www.bcsdschools.net/o/bhs,Katherine Butcher,,,69
2023,"Berkeley
County School
District",Cross High School,801006,H,"1293 Old Highway
6",Cross,SC,29436,7-12,294,843-899-8900,bcsdschools.net/o/chs,Alicia Pressley,,,18
2023,"Berkeley
County School
District",Cross High School,801006,M,"1293 Old Highway
6",Cross,SC,29436,7-12,294,843-899-8900,bcsdschools.net/o/chs,Alicia Pressley,,,18
2023,"Berkeley
County School
District",Goose Creek High School,801007,H,"1137 Red Bank
Road",Goose Creek,SC,29445,9-12,1981,843-553-5300,https://www.bcsdschools.net/GCH,"Shameka A.
Washington",,,103
2023,"Berkeley
County School
District",Hanahan High School,801008,H,6015 Murray Drive,Hanahan,SC,29410,9-12,1040,843-820-3710,https://www.bcsdschools.net/o/hhs,Thomas Gallus,,,58
2023,"Berkeley
County School
District","Berkeley Elementary
School",801011,E,715 Highway 6,Moncks Corner,SC,29461,PK-5,619,843-899-8860,https://www.bcsdschools.net/o/bes,Kelly Gabriel,,,34
2023,"Berkeley
County School
District",Berekeley Middle School,801012,M,"320 N Live Oak
Drive",Moncks Corner,SC,29461,6-8,1403,843-899-8840,https://www.bcsdschools.net/o/bms,LaTanya Butler,,,48
2023,"Berkeley
County School
District",Boulder Bluff Elementary,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,633,843-553-1223,bcsdschools.net/BBE,Andrea Salters,,,40
2023,"Berkeley
County School
District",Cainhoy Elementary,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,154,843-899-8975,https://www.bcsdschools.net/o/che,LaWanda Glears,,,12
2023,"Berkeley
County School
District",Cross Elementary,801016,E,1325 Ranger Drive,Cross,SC,29436,PK-6,348,843-899-8916,https://www.bcsdschools.net/o/ces,LaToya King,,,17
2023,"Berkeley
County School
District",College Park Elementary,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,833,843-797-2711,https://www.bcsdschools.net/o/cpe,Amanda Prince,,,47
2023,"Berkeley
County School
District",J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,119,843-567-3637,http://www.bcsdschools.net/JKE/JKEhtm,Dr. Theodore Prioleau,,,9
2023,"Berkeley
County School
District",Hanahan Middle School,801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,793,843-820-3800,bcsdschools.net/hms,Kelli Roberson,,,49
2023,"Berkeley
County School
District",Westview Middle School,801022,M,101 Westview Blvd.,Goose Creek,SC,29445,6-8,886,843-572-1700,www.bcsdschools.net/domain/36,Sharon T. Perry,,,49
2023,"Berkeley
County School
District","Sangaree Elementary
School",801023,P,1460 Royle Road,Summerville,SC,29484,PK-2,659,843-820-3868,https://www.bcsdschools.net/o/sre,Tara Baker,,,38
2023,"Berkeley
County School
District",H E Bonner Elementary,801024,E,"171 Macedonia
Foxes Circle",Moncks Corner,SC,29461,PK-5,828,843-899-8950,https://www.bcsdschools.net/Domain/27,Melissa Willis,,,46
2023,"Berkeley
County School
District",Sedgefield Middle School,801027,M,"131 Charles B.
Gibson Blvd.",Goose Creek,SC,29445,6-8,986,843-797-2620,https://www.bcsdschools.net/o/sfm,Heather Ducker,,,58
2023,"Berkeley
County School
District",St. Stephen Elementary,801028,E,"1053 Russellville
Road",St. Stephen,SC,29479,PK-5,291,843-567-2813,SSE@bcsdschools.net,Dr. Elaine Graham,,,21
2023,"Berkeley
County School
District",St. Stephen Middle School,801029,M,225 Carolina Drive,St. Stephen,SC,29479,6-8,209,843-567-3128,bcsdschools.net/SSM,Brenda K. Fleming,,,15
2023,"Berkeley
County School
District","Whitesville Elementary
School",801030,E,324 Gaillard Road,Moncks Corner,SC,29461,PK-5,1031,843-899-8880,https://www.bcsdschools.net/Domain/22,Katie Taie,,,49
2023,"Berkeley
County School
District",Westview Elementary,801031,E,100 Westview Blvd.,Goose Creek,SC,29445,3-5,560,843-797-2992,https://www.bcsdschools.net/Domain/46,Erika Wyatt,,,25
2023,"Berkeley
County School
District",College Park Middle School,801032,M,"713 College Park
Road",Ladson,SC,29456,6-8,714,843-553-8300,https://www.bcsdschools.net/CPM,Ingrid Dukes,,,44
2023,"Berkeley
County School
District",Marrington Elementary,801033,E,101 Gearing St.,Goose Creek,SC,29445,PK-5,430,843-572-3373,https://www.bcsdschools.net/o/mne,Jennifer S. Thielmann,,,25
2023,"Berkeley
County School
District","Marrington Middle School
Of The Arts",801034,M,109 Gearing Street,Goose Creek,SC,29445,6-8,400,843-572-0313,https://www.bcsdschools.net/MNM,Alison Thornley,,,24
2023,"Berkeley
County School
District","Howe Hall Arts Infused
Magnet School (Aims)",801036,E,"115 Howe Hall
Road",Goose Creek,SC,29445,K-5,418,843-820-3899,hhtp://www.bcsdschools.net/hha,"Christopher D.
Swetckie",,,25
2023,"Berkeley
County School
District",Macedonia Middle School,801037,M,"200 Macedonia
Foxes Circle",Moncks Corner,SC,29461,6-8,383,8438998940,http://bcsdschools.net/MMS,Donald Walton,,,24
2023,"Berkeley
County School
District",Sangaree Intermediate,801038,E,"201 School House
Lane","Summerville, South
Carolina 29486",SC,0,3-5,568,843-820-3850,www.bcsdschools.net/sri,Angel Siegling,,,25
2023,"Berkeley
County School
District",Devon Forest Elementary,801039,E,"1127 Dorothy
Street",Goose Creek,SC,29445,PK-5,970,843-820-3880,www.bcsdschools.net/domain/24,Cristie Mitchum,,,55
2023,"Berkeley
County School
District",Mount Holly Elementary,801040,E,225 Garwood Road,Goose Creek,SC,29445,PK-5,555,843-820-4090,https://www.bcsdschools.net/o/mhe,Dr. Creighton Eddings,,,37
2023,"Berkeley
County School
District",Moncks Corner Elementary,801041,E,"777 Stoney
Landing Road",,SC,29461,PK-5,597,843-899-8870,https://www.bcsdschools.net/MCE,Michael Shaw,,,27
2023,"Berkeley
County School
District",Timberland High,801043,H,,,,0,9-12,704,,,,,,38
2023,"Berkeley
County School
District","Hanahan Elementary
School",801044,E,4000 Mabeline Rd.,Hanahan,SC,29410,PK-5,923,843-553-3290,https://www.bcsdschools.net/Domain/28,Stephanie Mitchell,,,58
2023,"Berkeley
County School
District",Westview Primary School,801045,P,"98 Westview
Boulevard",Goose Creek,SC,29445,PK-2,668,843-820-4082,https://www.bcsdschools.net/Domain/21,Mrs. Aidra Shaw,,,35
2023,"Berkeley
County School
District",Goose Creek Elementary,801046,E,"200 Foster Creek
Road",Goose Creek,SC,29445,PK-5,945,843-820-8008,bcsdschools.net/o/gce,Kellie Gebhardt,,,60
2023,"Berkeley
County School
District",Sangaree Middle School,801047,M,"1050 Discovery
Drive",Ladson,SC,29456,6-8,826,843-821-4028,https://www.bcsdschools.net/srm,Shawn McCombs,,,45
2023,"Berkeley
County School
District",Daniel Island School,801048,E,"2365 Daniel Island
Drive",Charleston,SC,29492,K-8,1170,843-471-2301,www.bcsdschools.net/DIS,Nancy Leigh,,,66
2023,"Berkeley
County School
District",Daniel Island School,801048,M,"2365 Daniel Island
Drive",Charleston,SC,29492,K-8,1170,843-471-2301,www.bcsdschools.net/DIS,Nancy Leigh,,,66
2023,"Berkeley
County School
District",Cane Bay High School,801049,H,1624 State Road,Summerville,SC,29486,9-12,2158,843-899-8786,bcsdschools.net/cbh,Tiffany Brown,,,106
2023,"Berkeley
County School
District",Cane Bay Elementary,801050,E,"1247 Cane Bay
Blvd.",Summerville,SC,29486,PK-4,1263,843-899-5100,https://www.bcsdschools.net/o/cbe,"Marissa Watson
(Interim)",,,56
2023,"Berkeley
County School
District","Berkeley Middle College
High School",801051,H,"1001 South Live
Oak Drive",Moncks Corner,SC,29461,11-12,101,843-899-8111,https://www.bcsdschools.net/BMC,Dr. Dawn M. Smith,,,4
2023,"Berkeley
County School
District",Cane Bay Middle School,801052,M,"1175 Cane Bay
Boulevard",Summerville,SC,29486,5-8,1487,843-899-1857,https://www.bcsdschools.net/cbm,"Carol
Beckmann-Bartlett",,,76
2023,"Berkeley
County School
District",Nexton Elementary School,801053,E,200 Scholar Way,Summerville,SC,29483,PK-5,1025,843-900-3222,https://www.bcsdschools.net/Domain/334,Dr. Tina Y. Hoots,,,51
2023,"Berkeley
County School
District",Philip Simmons Elementary,801054,E,"2095 Seven Sticks
Drive",Wando,SC,29492,PK-4,525,843-471-2580,https://www.bcsdschools.net/o/pse,Michael Huff,,,32
2023,"Berkeley
County School
District","Philip Simmons Middle
School",801055,M,"2065 Seven Sticks
Dr.",Wando,SC,0,5-8,428,29492,https://www.bcsdschools.net/psm,Charla Groves,,,25
2023,"Berkeley
County School
District","Philip Simmons High
School",801056,H,"3080 River Village
Dr.",Charleston,SC,29492,9-12,771,843-471-2960,https://www.bcsdschools.net/o/psh,Chris Buchholz,,,47
2023,"Berkeley
County School
District","Bowen's Corner
Elementary",801057,E,1173 Williams Lane,Hanahan,SC,29410,PK-5,779,843-572-5567,https://www.bcsdschools.net/o/bce,Dr. Kimberly Murray,,,38
2023,"Berkeley
County School
District","Foxbank Elementary
School",801058,E,"169 Foxbank
Plantation
Boulevard",Moncks Corner,SC,29461,PK-5,1028,8437611120,https://www.bcsdschools.net/FBE,Natalie S. Lockliear,,,52
2023,"Berkeley
County School
District","Berkeley County School
District",801999,D,"107 East Main
Street",Moncks Corner,SC,29461,PK-12,37932,843-899-8600,www.bcsdschools.net,Dr. Anthony Dixon,"Dr. Anthony
Dixon","Mr. Mac
McQuillin",2047
2023,"Calhoun
County
Schools","Calhoun County High
School",901001,H,150 Saints Avenue,St. Matthews,SC,29135,9-12,423,803-874-3071,cchs.ccpsonline.net,Mr. Milton Howard,,,23
2023,"Calhoun
County
Schools","
sandy Run School",901008,E,"450 Old Swamp
Road",Swansea,SC,29160,PK-8,570,803-655-2746,sandycalhounsc.schoolinsites.com,Mr. John Mack,,,38
2023,"Calhoun
County
Schools","
sandy Run School",901008,M,"450 Old Swamp
Road",Swansea,SC,29160,PK-8,570,803-655-2746,sandycalhounsc.schoolinsites.com,Mr. John Mack,,,38
2023,"Calhoun
County
Schools",St. Matthews K8,901009,E,135 Saints Avenue,St. Matthews,SC,29135,PK-8,553,803-655-2750,http://smk8.ccpsonline.net,Dr. Treda Nelson,,,31
2023,"Calhoun
County
Schools",St. Matthews K8,901009,M,135 Saints Avenue,St. Matthews,SC,29135,PK-8,553,803-655-2750,http://smk8.ccpsonline.net,Dr. Treda Nelson,,,31
2023,"Calhoun
County
Schools",Calhoun County Schools,901999,D,"125 Herlong
Avenue",St. Matthews,SC,29135,PK-12,1546,803-655-7310,ccpsonline.net,Dr. Ferlondo Tullock,"Dr. Ferlondo
Tullock","Mr. Gary
Porth",92
2023,"Charleston
County School
District",Baptist Hill High,1001001,H,"5117 Baptist Hill
Road",Hollywood,SC,29449,6-12,552,843-889-2276,ccsdschools.com/baptisthill,Michael De Jong,,,41
2023,"Charleston
County School
District",Baptist Hill High,1001001,M,"5117 Baptist Hill
Road",Hollywood,SC,29449,6-12,552,843-889-2276,ccsdschools.com/baptisthill,Michael De Jong,,,41
2023,"Charleston
County School
District",North Charleston High,1001002,H,"1087 E Montague
Ave",North Charleston,SC,29405,9-12,768,843-745-7140,www.ccsdschools.com/NCHS,Henry E. Darby,,,71
2023,"Charleston
County School
District",Burke High School,1001010,H,"244 President
Street",Charleston,SC,29403,9-12,352,843-579-4815,ccsdschools.burkehs.com,Cheryl Swinton,,,52
2023,"Charleston
County School
District",Wando High,1001014,H,1000 Warrior Way,Mount Pleasant,SC,29466,9-12,2596,843-881-8200,https://www.ccsdschools.com/wandohigh,Kim Wilson,,,140
2023,"Charleston
County School
District",Military Magnet Academy,1001018,H,"2950 Carner
Avenue",North Charleston,SC,29405,6-12,428,843-745-7102,https://www.ccsdschools.com/militarymagnet,"Dr. Robert L.
Perrineau, Jr.",,,37
2023,"Charleston
County School
District",Military Magnet Academy,1001018,M,"2950 Carner
Avenue",North Charleston,SC,29405,6-12,428,843-745-7102,https://www.ccsdschools.com/militarymagnet,"Dr. Robert L.
Perrineau, Jr.",,,37
2023,"Charleston
County School
District",St. John's High School,1001020,H,1518 Main Rd,Johns Island,SC,29455,9-12,387,843-559-6200,https://www.ccsdschools.com/stjohns,Jermaine Joyner,,,22
2023,"Charleston
County School
District",R. B. Stall High School,1001022,H,"3625 ASHLEY
PHOSPHATE RD","NORTH
CHARLESTON",SC,0,9-12,1952,843-764-2200,https://www.ccsdschools.com/stall,Stephen Larson,,,110
2023,"Charleston
County School
District",Northwoods Middle School,1001030,M,"7763 Northside
Drive",North Charleston,SC,29420,6-8,738,843-764-2212,northwoods.ccsdschools.com,Dr. Keturah Gadson,,,40
2023,"Charleston
County School
District",Chicora Elementary,1001033,E,"3100 Carner
Avenue",North Charleston,SC,29405,1-5,320,843-746-2210,https://www.ccsdschools.com/chicora,Monica Smalls,,,28
2023,"Charleston
County School
District",A.C. Corcoran Elementary,1001036,E,"8585 Vistavia Rd,",North Charleston,SC,29406,PK-5,767,843-764-2218,www.ccsdschools.com/corcoran,Johnathon Wideman,,,46
2023,"Charleston
County School
District","Jane Edwards Elementary
School",1001039,E,"1960 Jane Edwards
Road",Edisto Island,SC,29438,PK-6,68,843-869-2124,https://www.ccsdschools.com/janeedwards,Jarmalar Logan,,,8
2023,"Charleston
County School
District","Mary Ford Early Learning
And Family Center",1001040,P,"3180 Thomasina
McPherson Blvd",North Charleston,SC,29405,PK-K,294,843-745-7131,https://www.ccsdschools.com/maryford,Loretta Hart,,,22
2023,"Charleston
County School
District",W.B. Goodwin Elementary,1001042,E,"5501
DORCHESTER RD","NORTH
CHARLESTON",SC,29418,PK-5,431,843-767-5911,https://www.ccsdschools.com/goodwin,Natasha Jones,,,30
2023,"Charleston
County School
District",Harbor View Elementary,1001043,E,"1576 Harbor View
Road","Charleston, SC",SC,29412,PK-5,639,843-762-2749,https://www.ccsdschools.com/Domain/38,Mark Connors,,,37
2023,"Charleston
County School
District",Haut Gap Middle School,1001044,M,"1861 Bohicket
Rd.",Johns Island,SC,29455,6-8,444,843-559-6253,ccsdschools.com/hautgap,J Travis Benintendo,,,30
2023,"Charleston
County School
District",Minnie Hughes Elementary,1001045,E,8548 Willtown Rd,Hollywood,SC,29449,PK-5,186,843-889-2976,https://www.ccsdschools.com/minniehughes,Ashland Temoney,,,12
2023,"Charleston
County School
District",Hunley Park Elementary,1001046,E,"1000 Michigan
Avenue",North Charleston,SC,29404,PK-5,410,834-767-5914,http://www.ccsdschools.com/hunleypark,Katchia Gethers,,,29
2023,"Charleston
County School
District",Ladson Elementary,1001050,E,3321 Ladson Road,Ladson,SC,29456,PK-5,851,843-764-2225,https://www.ccsdschools.com/ladson,Janet Brown,,,59
