DISTRICT,SCHOOL,BEDSCODE,H,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO
PICKENS,LIBERTY HIGH,3901006,H,143,178,80.34,71,97,73.20,72,81,88.89,131,164,79.88,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,133,152,87.50,10,26,38.46,77,82,93.90,58,73,79.45,143,178,80.34,,,,138,172,80.23,-1,-1,-1.00,11,15,73.33,132,163,80.98
PICKENS,PICKENS HIGH,3901008,H,288,358,80.45,136,178,76.40,152,180,84.44,259,322,80.43,17,21,80.95,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,272,315,86.35,16,43,37.21,164,168,97.62,118,143,82.52,288,358,80.45,,,,285,354,80.51,-1,-1,-1.00,21,40,52.50,267,318,83.96
PICKENS,DISTRICT NO CHARTER,3901888,,1059,1261,83.98,549,690,79.57,510,571,89.32,880,1046,84.13,94,117,80.34,50,60,83.33,9,11,81.82,26,27,96.30,995,1127,88.29,64,134,47.76,630,647,97.37,383,461,83.08,1059,1261,83.98,,,,1024,1221,83.87,35,40,87.50,67,111,60.36,992,1150,86.26
PICKENS,DISTRICT WITH CHARTER,3901999,,1059,1261,83.98,549,690,79.57,510,571,89.32,880,1046,84.13,94,117,80.34,50,60,83.33,9,11,81.82,26,27,96.30,995,1127,88.29,64,134,47.76,630,647,97.37,383,461,83.08,1059,1261,83.98,,,,1024,1221,83.87,35,40,87.50,67,111,60.36,992,1150,86.26
RICHLAND 1,COLUMBIA HIGH,4001002,H,119,150,79.33,51,68,75.00,68,82,82.93,-1,-1,-1.00,103,132,78.03,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,112,125,89.60,7,25,28.00,21,23,91.30,92,110,83.64,119,150,79.33,,,,110,141,78.01,-1,-1,-1.00,13,20,65.00,106,130,81.54
RICHLAND 1,DREHER HIGH,4001004,H,248,275,90.18,116,137,84.67,132,138,95.65,87,88,98.86,140,165,84.85,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,230,248,92.74,18,27,66.67,114,119,95.80,128,140,91.43,248,275,90.18,,,,244,271,90.04,-1,-1,-1.00,11,18,61.11,237,257,92.22
RICHLAND 1,EAU CLAIRE HIGH,4001005,H,121,169,71.60,49,78,62.82,72,91,79.12,-1,-1,-1.00,117,163,71.78,-1,-1,-1.00,,,,,,,99,132,75.00,22,37,59.46,10,13,76.92,107,133,80.45,121,169,71.60,,,,119,166,71.69,-1,-1,-1.00,-1,-1,-1.00,116,160,72.50
RICHLAND 1,A. C. FLORA HIGH,4001007,H,315,361,87.26,165,190,86.84,150,171,87.72,167,179,93.30,116,142,81.69,21,28,75.00,-1,-1,-1.00,10,11,90.91,291,324,89.81,24,37,64.86,199,207,96.14,113,130,86.92,315,361,87.26,,,,304,343,88.63,11,18,61.11,8,17,47.06,307,344,89.24
RICHLAND 1,C. A. JOHNSON HIGH,4001011,H,77,107,71.96,31,46,67.39,46,61,75.41,,,,77,107,71.96,,,,,,,,,,70,94,74.47,7,13,53.85,-1,-1,-1.00,69,83,83.13,77,107,71.96,,,,77,107,71.96,,,,14,18,77.78,63,89,70.79
RICHLAND 1,W.J. KEENAN HIGH,4001012,H,126,181,69.61,56,85,65.88,70,96,72.92,-1,-1,-1.00,125,174,71.84,-1,-1,-1.00,,,,,,,117,151,77.48,9,30,30.00,27,29,93.10,98,128,76.56,126,181,69.61,,,,126,180,70.00,-1,-1,-1.00,6,11,54.55,120,170,70.59
RICHLAND 1,LOWER RICHLAND HIGH,4001013,H,241,314,76.75,106,152,69.74,135,162,83.33,13,21,61.90,223,285,78.25,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,217,255,85.10,24,59,40.68,81,83,97.59,158,204,77.45,241,314,76.75,,,,241,314,76.75,,,,10,15,66.67,231,299,77.26
RICHLAND 1,RICHLAND ONE CHARTER MIDDLE COLLEGE,4001601,H,60,60,100.00,20,20,100.00,40,40,100.00,-1,-1,-1.00,51,51,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,54,54,100.00,-1,-1,-1.00,13,13,100.00,46,46,100.00,60,60,100.00,,,,60,60,100.00,,,,-1,-1,-1.00,57,57,100.00
RICHLAND 1,DISTRICT NO CHARTER,4001888,,1247,1580,78.92,574,773,74.26,673,807,83.40,273,310,88.06,901,1182,76.23,43,56,76.79,-1,-1,-1.00,27,28,96.43,1136,1340,84.78,111,240,46.25,457,481,95.01,765,937,81.64,1247,1580,78.92,,,,1221,1545,79.03,26,35,74.29,67,108,62.04,1180,1472,80.16
RICHLAND 1,PENDERGRASS FAIRWOLD SCHOOL,4001905,H,0,6,0.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,,,,,,,,,,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,,,,,,,-1,-1,-1.00
RICHLAND 1,DISTRICT WITH CHARTER,4001999,,1307,1640,79.70,594,793,74.91,713,847,84.18,280,317,88.33,952,1233,77.21,44,57,77.19,-1,-1,-1.00,28,29,96.55,1190,1394,85.37,117,246,47.56,470,494,95.14,811,983,82.50,1307,1640,79.70,,,,1281,1605,79.81,26,35,74.29,70,111,63.06,1237,1529,80.90
RICHLAND 2,SPRING VALLEY HIGH,4002069,H,443,506,87.55,213,255,83.53,217,238,91.18,135,149,90.60,227,255,89.02,32,50,64.00,-1,-1,-1.00,35,36,97.22,425,466,91.20,18,40,45.00,315,327,96.33,125,147,85.03,443,506,87.55,,,,426,480,88.75,17,26,65.38,7,13,53.85,436,493,88.44
RICHLAND 2,RICHLAND NORTHEAST HIGH,4002079,H,319,367,86.92,144,175,82.29,175,192,91.15,46,51,90.20,231,266,86.84,27,35,77.14,,,,15,15,100.00,295,329,89.67,24,38,63.16,138,144,95.83,173,196,88.27,319,367,86.92,,,,307,347,88.47,12,20,60.00,12,19,63.16,307,348,88.22
RICHLAND 2,RIDGE VIEW HIGH,4002084,H,303,320,94.69,157,171,91.81,146,149,97.99,29,31,93.55,248,261,95.02,18,20,90.00,-1,-1,-1.00,-1,-1,-1.00,274,285,96.14,29,35,82.86,182,185,98.38,119,131,90.84,303,320,94.69,,,,294,310,94.84,9,10,90.00,12,12,100.00,291,308,94.48
RICHLAND 2,BLYTHEWOOD HIGH,4002092,H,437,449,97.33,216,219,98.63,221,230,96.09,201,204,98.53,216,223,96.86,9,10,90.00,-1,-1,-1.00,10,11,90.91,407,417,97.60,30,32,93.75,337,338,99.70,89,92,96.74,437,449,97.33,,,,429,440,97.50,-1,-1,-1.00,-1,-1,-1.00,432,444,97.30
RICHLAND 2,WESTWOOD HIGH,4002100,H,254,317,80.13,125,170,73.53,129,147,87.76,41,50,82.00,200,247,80.97,11,18,61.11,-1,-1,-1.00,,,,239,283,84.45,15,34,44.12,146,156,93.59,103,139,74.10,254,317,80.13,,,,252,311,81.03,-1,-1,-1.00,11,17,64.71,243,300,81.00
RICHLAND 2,RICHLAND TWO CHARTER HIGH,4002600,H,15,45,33.33,4,17,23.53,11,28,39.29,8,20,40.00,6,24,25.00,,,,,,,-1,-1,-1.00,14,42,33.33,-1,-1,-1.00,7,17,41.18,7,19,36.84,15,45,33.33,,,,15,45,33.33,,,,-1,-1,-1.00,15,43,34.88
RICHLAND 2,DISTRICT NO CHARTER,4002888,,1756,1959,89.64,855,990,86.36,888,956,92.89,452,485,93.20,1122,1252,89.62,97,133,72.93,-1,-1,-1.00,66,68,97.06,1640,1780,92.13,116,179,64.80,1118,1150,97.22,609,705,86.38,1756,1959,89.64,,,,1708,1888,90.47,48,71,67.61,47,66,71.21,1709,1893,90.28
RICHLAND 2,DISTRICT WITH CHARTER,4002999,,1771,2004,88.37,859,1007,85.30,899,984,91.36,460,505,91.09,1128,1276,88.40,97,133,72.93,-1,-1,-1.00,67,69,97.10,1654,1822,90.78,117,182,64.29,1125,1167,96.40,616,724,85.08,1771,2004,88.37,,,,1723,1933,89.14,48,71,67.61,47,68,69.12,1724,1936,89.05
SALUDA,SALUDA HIGH,4101003,H,113,154,73.38,61,85,71.76,52,69,75.36,58,68,85.29,39,47,82.98,16,39,41.03,,,,,,,104,140,74.29,9,14,64.29,40,45,88.89,66,71,92.96,113,151,74.83,-1,-1,-1.00,107,128,83.59,6,26,23.08,-1,-1,-1.00,113,153,73.86
SALUDA,DISTRICT NO CHARTER,4101888,,113,154,73.38,61,85,71.76,52,69,75.36,58,68,85.29,39,47,82.98,16,39,41.03,,,,,,,104,140,74.29,9,14,64.29,40,45,88.89,66,71,92.96,113,151,74.83,-1,-1,-1.00,107,128,83.59,6,26,23.08,-1,-1,-1.00,113,153,73.86
SALUDA,DISTRICT WITH CHARTER,4101999,,113,154,73.38,61,85,71.76,52,69,75.36,58,68,85.29,39,47,82.98,16,39,41.03,,,,,,,104,140,74.29,9,14,64.29,40,45,88.89,66,71,92.96,113,151,74.83,-1,-1,-1.00,107,128,83.59,6,26,23.08,-1,-1,-1.00,113,153,73.86
SPARTANBURG 1,CHAPMAN HIGH,4201002,H,213,229,93.01,101,111,90.99,112,118,94.92,156,168,92.86,33,36,91.67,13,14,92.86,-1,-1,-1.00,10,10,100.00,200,207,96.62,13,22,59.09,109,111,98.20,100,107,93.46,213,229,93.01,,,,197,212,92.92,16,17,94.12,-1,-1,-1.00,212,228,92.98
SPARTANBURG 1,LANDRUM HIGH,4201003,H,157,165,95.15,76,82,92.68,81,83,97.59,134,140,95.71,10,11,90.91,10,11,90.91,,,,-1,-1,-1.00,147,151,97.35,10,14,71.43,96,97,98.97,61,65,93.85,157,165,95.15,,,,150,158,94.94,-1,-1,-1.00,-1,-1,-1.00,156,164,95.12
SPARTANBURG 1,DISTRICT NO CHARTER,4201888,,370,394,93.91,177,193,91.71,193,201,96.02,290,308,94.16,43,47,91.49,23,25,92.00,-1,-1,-1.00,13,13,100.00,347,358,96.93,23,36,63.89,205,208,98.56,161,172,93.60,370,394,93.91,,,,347,370,93.78,23,24,95.83,-1,-1,-1.00,368,392,93.88
SPARTANBURG 1,DISTRICT WITH CHARTER,4201999,,370,394,93.91,177,193,91.71,193,201,96.02,290,308,94.16,43,47,91.49,23,25,92.00,-1,-1,-1.00,13,13,100.00,347,358,96.93,23,36,63.89,205,208,98.56,161,172,93.60,370,394,93.91,,,,347,370,93.78,23,24,95.83,-1,-1,-1.00,368,392,93.88
SPARTANBURG 2,BOILING SPRINGS HIGH,4202012,H,497,550,90.36,243,279,87.10,254,271,93.73,353,391,90.28,72,80,90.00,46,51,90.20,-1,-1,-1.00,25,27,92.59,468,508,92.13,29,42,69.05,312,316,98.73,179,199,89.95,497,550,90.36,,,,458,505,90.69,39,45,86.67,-1,-1,-1.00,494,546,90.48
SPARTANBURG 2,CHESNEE HIGH,4202013,H,145,171,84.80,77,94,81.91,68,77,88.31,113,135,83.70,18,21,85.71,10,11,90.91,-1,-1,-1.00,-1,-1,-1.00,133,150,88.67,12,21,57.14,78,82,95.12,63,72,87.50,145,171,84.80,,,,136,162,83.95,-1,-1,-1.00,,,,145,171,84.80
SPARTANBURG 2,DISTRICT NO CHARTER,4202888,,642,721,89.04,320,373,85.79,322,348,92.53,466,526,88.59,90,101,89.11,56,62,90.32,-1,-1,-1.00,27,29,93.10,601,658,91.34,41,63,65.08,390,398,97.99,242,271,89.30,642,721,89.04,,,,594,667,89.06,48,54,88.89,-1,-1,-1.00,639,717,89.12
SPARTANBURG 2,DISTRICT WITH CHARTER,4202999,,642,721,89.04,320,373,85.79,322,348,92.53,466,526,88.59,90,101,89.11,56,62,90.32,-1,-1,-1.00,27,29,93.10,601,658,91.34,41,63,65.08,390,398,97.99,242,271,89.30,642,721,89.04,,,,594,667,89.06,48,54,88.89,-1,-1,-1.00,639,717,89.12
SPARTANBURG 3,BROOME HIGH,4203026,H,182,232,78.45,86,116,74.14,96,116,82.76,146,186,78.49,23,28,82.14,9,11,81.82,-1,-1,-1.00,-1,-1,-1.00,161,190,84.74,21,42,50.00,89,100,89.00,90,109,82.57,182,232,78.45,,,,174,222,78.38,8,10,80.00,13,27,48.15,169,205,82.44
SPARTANBURG 3,DISTRICT NO CHARTER,4203888,,182,232,78.45,86,116,74.14,96,116,82.76,146,186,78.49,23,28,82.14,9,11,81.82,-1,-1,-1.00,-1,-1,-1.00,161,190,84.74,21,42,50.00,89,100,89.00,90,109,82.57,182,232,78.45,,,,174,222,78.38,8,10,80.00,13,27,48.15,169,205,82.44
SPARTANBURG 3,DISTRICT WITH CHARTER,4203999,,182,232,78.45,86,116,74.14,96,116,82.76,146,186,78.49,23,28,82.14,9,11,81.82,-1,-1,-1.00,-1,-1,-1.00,161,190,84.74,21,42,50.00,89,100,89.00,90,109,82.57,182,232,78.45,,,,174,222,78.38,8,10,80.00,13,27,48.15,169,205,82.44
SPARTANBURG 4,WOODRUFF HIGH,4204036,H,164,205,80.00,86,117,73.50,78,88,88.64,131,160,81.88,15,23,65.22,12,15,80.00,,,,-1,-1,-1.00,157,188,83.51,7,17,41.18,93,98,94.90,70,89,78.65,164,205,80.00,,,,157,198,79.29,-1,-1,-1.00,-1,-1,-1.00,164,203,80.79
SPARTANBURG 4,DISTRICT NO CHARTER,4204888,,164,205,80.00,86,117,73.50,78,88,88.64,131,160,81.88,15,23,65.22,12,15,80.00,,,,-1,-1,-1.00,157,188,83.51,7,17,41.18,93,98,94.90,70,89,78.65,164,205,80.00,,,,157,198,79.29,-1,-1,-1.00,-1,-1,-1.00,164,203,80.79
SPARTANBURG 4,DISTRICT WITH CHARTER,4204999,,164,205,80.00,86,117,73.50,78,88,88.64,131,160,81.88,15,23,65.22,12,15,80.00,,,,-1,-1,-1.00,157,188,83.51,7,17,41.18,93,98,94.90,70,89,78.65,164,205,80.00,,,,157,198,79.29,-1,-1,-1.00,-1,-1,-1.00,164,203,80.79
SPARTANBURG 5,JAMES F. BYRNES HIGH,4205043,H,518,593,87.35,270,312,86.54,248,281,88.26,331,383,86.42,126,142,88.73,41,46,89.13,-1,-1,-1.00,20,21,95.24,489,544,89.89,29,49,59.18,323,333,97.00,191,222,86.04,518,593,87.35,,,,496,568,87.32,22,25,88.00,-1,-1,-1.00,515,588,87.59
SPARTANBURG 5,DISTRICT NO CHARTER,4205888,,518,594,87.21,270,313,86.26,248,281,88.26,331,383,86.42,126,143,88.11,41,46,89.13,-1,-1,-1.00,20,21,95.24,489,544,89.89,29,50,58.00,323,333,97.00,191,222,86.04,518,594,87.21,,,,496,569,87.17,22,25,88.00,-1,-1,-1.00,515,589,87.44
SPARTANBURG 5,DISTRICT WITH CHARTER,4205999,,518,594,87.21,270,313,86.26,248,281,88.26,331,383,86.42,126,143,88.11,41,46,89.13,-1,-1,-1.00,20,21,95.24,489,544,89.89,29,50,58.00,323,333,97.00,191,222,86.04,518,594,87.21,,,,496,569,87.17,22,25,88.00,-1,-1,-1.00,515,589,87.44
SPARTANBURG 6,DORMAN HIGH,4206053,H,759,857,88.56,366,424,86.32,393,433,90.76,344,391,87.98,287,324,88.58,94,105,89.52,-1,-1,-1.00,31,34,91.18,712,782,91.05,47,75,62.67,387,401,96.51,363,403,90.07,759,856,88.67,-1,-1,-1.00,688,779,88.32,71,78,91.03,5,16,31.25,754,841,89.66
SPARTANBURG 6,DISTRICT NO CHARTER,4206888,,759,857,88.56,366,424,86.32,393,433,90.76,344,391,87.98,287,324,88.58,94,105,89.52,-1,-1,-1.00,31,34,91.18,712,782,91.05,47,75,62.67,387,401,96.51,363,403,90.07,759,856,88.67,-1,-1,-1.00,688,779,88.32,71,78,91.03,5,16,31.25,754,841,89.66
SPARTANBURG 6,DISTRICT WITH CHARTER,4206999,,759,857,88.56,366,424,86.32,393,433,90.76,344,391,87.98,287,324,88.58,94,105,89.52,-1,-1,-1.00,31,34,91.18,712,782,91.05,47,75,62.67,387,401,96.51,363,403,90.07,759,856,88.67,-1,-1,-1.00,688,779,88.32,71,78,91.03,5,16,31.25,754,841,89.66
SPARTANBURG 7,SPARTANBURG HIGH,4207073,H,379,428,88.55,180,197,91.37,199,231,86.15,144,156,92.31,195,227,85.90,19,23,82.61,-1,-1,-1.00,20,21,95.24,348,382,91.10,31,46,67.39,180,183,98.36,196,222,88.29,379,428,88.55,,,,369,417,88.49,10,11,90.91,17,20,85.00,362,408,88.73
SPARTANBURG 7,DISTRICT NO CHARTER,4207888,,379,428,88.55,180,197,91.37,199,231,86.15,144,156,92.31,195,227,85.90,19,23,82.61,-1,-1,-1.00,20,21,95.24,348,382,91.10,31,46,67.39,180,183,98.36,196,222,88.29,379,428,88.55,,,,369,417,88.49,10,11,90.91,17,20,85.00,362,408,88.73
SPARTANBURG 7,DISTRICT WITH CHARTER,4207999,,379,428,88.55,180,197,91.37,199,231,86.15,144,156,92.31,195,227,85.90,19,23,82.61,-1,-1,-1.00,20,21,95.24,348,382,91.10,31,46,67.39,180,183,98.36,196,222,88.29,379,428,88.55,,,,369,417,88.49,10,11,90.91,17,20,85.00,362,408,88.73
SUMTER,SUMTER HIGH,4301024,H,506,582,86.94,249,293,84.98,257,289,88.93,184,197,93.40,303,363,83.47,10,12,83.33,-1,-1,-1.00,-1,-1,-1.00,474,528,89.77,32,54,59.26,223,228,97.81,252,283,89.05,506,582,86.94,,,,500,573,87.26,-1,-1,-1.00,26,34,76.47,480,548,87.59
SUMTER,CRESTWOOD HIGH,4301042,H,242,297,81.48,112,155,72.26,130,142,91.55,50,64,78.13,179,220,81.36,11,11,100.00,,,,-1,-1,-1.00,228,260,87.69,14,37,37.84,82,87,94.25,154,177,87.01,242,297,81.48,,,,238,293,81.23,-1,-1,-1.00,13,13,100.00,229,284,80.63
SUMTER,LAKEWOOD HIGH,4301043,H,250,306,81.70,123,162,75.93,127,144,88.19,105,137,76.64,135,157,85.99,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,229,271,84.50,21,35,60.00,88,92,95.65,150,165,90.91,250,306,81.70,,,,246,301,81.73,-1,-1,-1.00,10,11,90.91,240,295,81.36
SUMTER,DISTRICT NO CHARTER,4301888,,998,1186,84.15,484,610,79.34,514,576,89.24,339,398,85.18,617,741,83.27,28,32,87.50,-1,-1,-1.00,12,12,100.00,931,1059,87.91,67,127,52.76,393,407,96.56,556,626,88.82,998,1186,84.15,,,,984,1168,84.25,14,18,77.78,49,58,84.48,949,1128,84.13
SUMTER,DISTRICT WITH CHARTER,4301999,,998,1186,84.15,484,610,79.34,514,576,89.24,339,398,85.18,617,741,83.27,28,32,87.50,-1,-1,-1.00,12,12,100.00,931,1059,87.91,67,127,52.76,393,407,96.56,556,626,88.82,998,1186,84.15,,,,984,1168,84.25,14,18,77.78,49,58,84.48,949,1128,84.13
UNION,UNION COUNTY HIGH,4401005,H,233,308,75.65,116,167,69.46,117,141,82.98,143,187,76.47,89,117,76.07,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,206,269,76.58,27,39,69.23,93,94,98.94,130,152,85.53,233,308,75.65,,,,232,307,75.57,-1,-1,-1.00,-1,-1,-1.00,232,305,76.07
UNION,DISTRICT NO CHARTER,4401888,,233,308,75.65,116,167,69.46,117,141,82.98,143,187,76.47,89,117,76.07,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,206,269,76.58,27,39,69.23,93,94,98.94,130,152,85.53,233,308,75.65,,,,232,307,75.57,-1,-1,-1.00,-1,-1,-1.00,232,305,76.07
UNION,DISTRICT WITH CHARTER,4401999,,233,308,75.65,116,167,69.46,117,141,82.98,143,187,76.47,89,117,76.07,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,206,269,76.58,27,39,69.23,93,94,98.94,130,152,85.53,233,308,75.65,,,,232,307,75.57,-1,-1,-1.00,-1,-1,-1.00,232,305,76.07
WILLIAMSBURG,HEMINGWAY HIGH,4501006,H,80,87,91.95,36,42,85.71,44,45,97.78,-1,-1,-1.00,78,82,95.12,-1,-1,-1.00,,,,,,,75,78,96.15,-1,-1,-1.00,14,14,100.00,66,71,92.96,80,87,91.95,,,,79,86,91.86,-1,-1,-1.00,-1,-1,-1.00,79,86,91.86
WILLIAMSBURG,KINGSTREE SENIOR HIGH,4501008,H,126,157,80.25,60,81,74.07,66,76,86.84,-1,-1,-1.00,123,146,84.25,-1,-1,-1.00,,,,,,,116,128,90.63,10,29,34.48,18,20,90.00,104,127,81.89,126,157,80.25,,,,126,157,80.25,,,,-1,-1,-1.00,124,155,80.00
WILLIAMSBURG,C. E. MURRAY HIGH,4501012,H,62,69,89.86,25,30,83.33,37,39,94.87,-1,-1,-1.00,60,67,89.55,,,,,,,,,,60,62,96.77,-1,-1,-1.00,15,15,100.00,44,51,86.27,62,69,89.86,,,,61,68,89.71,-1,-1,-1.00,-1,-1,-1.00,61,68,89.71
WILLIAMSBURG,DISTRICT NO CHARTER,4501888,,268,320,83.75,121,157,77.07,147,163,90.18,4,16,25.00,261,301,86.71,-1,-1,-1.00,,,,,,,251,275,91.27,17,45,37.78,47,49,95.92,214,250,85.60,268,320,83.75,,,,266,318,83.65,-1,-1,-1.00,-1,-1,-1.00,264,315,83.81
WILLIAMSBURG,DISTRICT WITH CHARTER,4501999,,268,322,83.23,121,159,76.10,147,163,90.18,4,16,25.00,261,303,86.14,-1,-1,-1.00,,,,,,,251,277,90.61,17,45,37.78,47,49,95.92,214,250,85.60,268,322,83.23,,,,266,320,83.13,-1,-1,-1.00,-1,-1,-1.00,264,317,83.28
YORK 1,YORK COMPREHENSIVE HIGH,4601003,H,357,394,90.61,173,194,89.18,184,200,92.00,245,274,89.42,80,87,91.95,21,22,95.45,-1,-1,-1.00,-1,-1,-1.00,325,351,92.59,32,43,74.42,166,169,98.22,170,182,93.41,357,394,90.61,,,,354,391,90.54,-1,-1,-1.00,-1,-1,-1.00,354,389,91.00
YORK 1,DISTRICT NO CHARTER,4601888,,357,395,90.38,173,194,89.18,184,201,91.54,245,275,89.09,80,87,91.95,21,22,95.45,-1,-1,-1.00,-1,-1,-1.00,325,351,92.59,32,44,72.73,166,169,98.22,170,182,93.41,357,395,90.38,,,,354,392,90.31,-1,-1,-1.00,-1,-1,-1.00,354,390,90.77
YORK 1,DISTRICT WITH CHARTER,4601999,,357,395,90.38,173,194,89.18,184,201,91.54,245,275,89.09,80,87,91.95,21,22,95.45,-1,-1,-1.00,-1,-1,-1.00,325,351,92.59,32,44,72.73,166,169,98.22,170,182,93.41,357,395,90.38,,,,354,392,90.31,-1,-1,-1.00,-1,-1,-1.00,354,390,90.77
YORK 2,CLOVER HIGH,4602010,H,480,529,90.74,245,274,89.42,235,255,92.16,376,416,90.38,64,71,90.14,22,23,95.65,9,10,90.00,-1,-1,-1.00,462,501,92.22,18,28,64.29,326,330,98.79,133,159,83.65,480,529,90.74,,,,473,521,90.79,-1,-1,-1.00,-1,-1,-1.00,474,520,91.15
YORK 2,DISTRICT NO CHARTER,4602888,,480,529,90.74,245,274,89.42,235,255,92.16,376,416,90.38,64,71,90.14,22,23,95.65,9,10,90.00,-1,-1,-1.00,462,501,92.22,18,28,64.29,326,330,98.79,133,159,83.65,480,529,90.74,,,,473,521,90.79,-1,-1,-1.00,-1,-1,-1.00,474,520,91.15
YORK 2,DISTRICT WITH CHARTER,4602999,,480,529,90.74,245,274,89.42,235,255,92.16,376,416,90.38,64,71,90.14,22,23,95.65,9,10,90.00,-1,-1,-1.00,462,501,92.22,18,28,64.29,326,330,98.79,133,159,83.65,480,529,90.74,,,,473,521,90.79,-1,-1,-1.00,-1,-1,-1.00,474,520,91.15
YORK 3,NORTHWESTERN HIGH,4603016,H,461,520,88.65,223,260,85.77,238,260,91.54,240,262,91.60,176,211,83.41,28,29,96.55,-1,-1,-1.00,14,14,100.00,407,443,91.87,54,77,70.13,263,268,98.13,182,208,87.50,461,520,88.65,,,,449,508,88.39,12,12,100.00,-1,-1,-1.00,460,519,88.63
YORK 3,ROCK HILL HIGH,4603017,H,425,527,80.65,198,260,76.15,227,267,85.02,214,270,79.26,146,179,81.56,46,53,86.79,7,13,53.85,12,12,100.00,390,466,83.69,35,61,57.38,235,247,95.14,174,213,81.69,425,527,80.65,,,,403,500,80.60,22,27,81.48,-1,-1,-1.00,423,522,81.03
YORK 3,SOUTH POINTE HIGH,4603041,H,293,349,83.95,138,178,77.53,155,171,90.64,141,165,85.45,141,172,81.98,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,263,296,88.85,30,53,56.60,158,162,97.53,121,152,79.61,293,349,83.95,,,,290,345,84.06,-1,-1,-1.00,-1,-1,-1.00,288,343,83.97
YORK 3,DISTRICT NO CHARTER,4603888,,1179,1396,84.46,559,698,80.09,620,698,88.83,595,697,85.37,463,562,82.38,80,89,89.89,13,20,65.00,28,28,100.00,1060,1205,87.97,119,191,62.30,656,677,96.90,477,573,83.25,1179,1396,84.46,,,,1142,1353,84.41,37,43,86.05,8,12,66.67,1171,1384,84.61
YORK 3,DISTRICT WITH CHARTER,4603999,,1179,1396,84.46,559,698,80.09,620,698,88.83,595,697,85.37,463,562,82.38,80,89,89.89,13,20,65.00,28,28,100.00,1060,1205,87.97,119,191,62.30,656,677,96.90,477,573,83.25,1179,1396,84.46,,,,1142,1353,84.41,37,43,86.05,8,12,66.67,1171,1384,84.61
YORK 4,FORT MILL HIGH,4604036,H,494,515,95.92,245,255,96.08,249,260,95.77,388,400,97.00,62,67,92.54,23,26,88.46,,,,21,22,95.45,465,478,97.28,29,37,78.38,416,423,98.35,77,80,96.25,494,515,95.92,,,,488,509,95.87,-1,-1,-1.00,-1,-1,-1.00,491,511,96.09
YORK 4,NATION FORD HIGH,4604054,H,423,459,92.16,209,234,89.32,214,225,95.11,307,327,93.88,62,70,88.57,31,37,83.78,-1,-1,-1.00,21,23,91.30,397,413,96.13,26,46,56.52,332,345,96.23,85,96,88.54,423,459,92.16,,,,410,446,91.93,13,13,100.00,-1,-1,-1.00,422,458,92.14
